step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1546,0.006784329190850258,0.00014400921645574272,0.00014878663665740532,0.0,0.007070473162457347,3.2109375,0.2867679501058055,166.34705781936646,170.1953125,156.60001754760742,5e-06,1546,30,0.8816016316413879,0.9938775300979614,0.0,0.8816016316413879,0.9938775300979614,0.0,-0.05580542981624603,0.9354124665260315,-2.474865674972534,-0.05580542981624603,0.9354124665260315,-2.474865674972534,687.5078125,2377.0,154.0,0.0,49.609375,165.0,12.0,687.5078125,2377.0,154.0,0.0,0.0,270.3125,480.0,160.0,0.0,4,42,13.375,0.0,1.0,7.5625,8,7.052813529968262,8.0,8,8,5.91278076171875e-05,0.11572401598095894,1.7359285168349743,0.5207373427692801,0.0,0.0,0.0,1.7359285168349743,0.0,222,1646,6.230560125783086,9.930133819580078e-05,0.9794118888676167,0.003707876428961754,6.059230415150523,13.298980072140694,3.845244646072388e-05,0.07080101505418218,0.049422357200598066,3.0243443601289987e-05,122601,13.298980072140694,4609.413629276359,
1547,0.006639260798692703,0.0021428190812002867,0.0005052890774095431,0.0,-0.0013933421578258276,1.724609375,0.2824144325560187,166.34705781936646,170.1953125,156.6036491394043,5e-06,1547,30,0.8894467353820801,0.9959183931350708,0.0,0.8894467353820801,0.9959183931350708,0.0,-0.013279098086059093,0.35352805256843567,-2.474635124206543,-0.013279098086059093,0.35352805256843567,-2.474635124206543,609.578125,3015.0,86.0,0.0,39.0234375,180.0,12.0,609.578125,3015.0,86.0,0.0,0.0,264.8125,441.0,174.0,0.0,4,42,9.90625,0.0625,0.9375,7.5,8,7.115573883056641,8.0,8,8,5.662068724632263e-05,0.10632310062646866,1.8591864872723818,0.3942286844539922,0.0,0.0,0.0,1.8591864872723818,0.0,217,2217,6.251266712322831,0.00012848526239395142,0.9349025562405586,0.0031285155564546585,5.674997577443719,12.899722050875425,3.77018004655838e-05,0.08011773911674097,0.05070493359164167,2.795264162947998e-05,111922,12.899722050875425,4338.15548732713,
1548,0.004654250107705593,0.0012575895234476775,0.00067065901887986,0.0,-0.0006169159896671772,2.123046875,0.2583798233539377,166.34705781936646,170.1953125,156.96696090698242,5e-06,1548,30,0.9274818897247314,0.9984375238418579,0.0,0.9274818897247314,0.9984375238418579,0.0,-0.01973555237054825,0.35926124453544617,-2.4748597145080566,-0.01973555237054825,0.35926124453544617,-2.4748597145080566,355.578125,1258.0,86.0,0.0,23.09375,103.0,12.0,355.578125,1258.0,86.0,0.0,0.0,254.625,439.0,160.0,0.0,4,42,7.25,0.0,1.0,7.9375,8,7.41985559463501,8.0,8,8,2.5777146220207214e-05,0.10708219185471535,0.9941037651151419,0.2336219943681499,0.0,0.0,0.0,0.9941037651151419,0.0,160,1218,4.754854336380959,0.00010347925126552582,0.7010194268077612,0.003115130588412285,4.2154899276793,9.705723453313112,4.244409501552582e-05,0.10447014844621344,0.05397139691802551,3.9883371167545196e-05,78106,9.705723453313112,4023.708298289604,
1549,0.005544498097151518,0.00020458265498746186,0.0006477522407521974,0.0,-0.0015060223522596061,3.271484375,0.2585556462577743,166.34705781936646,170.1953125,157.08045959472656,5e-06,1549,30,0.9244415163993835,0.9938775300979614,0.7749999761581421,0.9244415163993835,0.9938775300979614,0.7749999761581421,0.005647900048643351,0.5399565100669861,-1.6199017763137817,0.005647900048643351,0.5399565100669861,-1.6199017763137817,370.859375,1394.0,69.0,0.0,26.796875,107.0,12.0,370.859375,1394.0,69.0,0.0,0.0,249.125,477.0,160.0,0.0,4,24,7.6875,0.0,1.0,8.0,8,7.395532608032227,8.0,8,8,4.798918962478638e-05,0.10671152733266354,1.0846410635858774,0.27475638485339005,0.0,0.0,0.0,1.0846410635858774,0.0,295,1359,4.284674467518926,9.82675701379776e-05,0.7165735550224781,0.003098374232649803,4.300882963463664,9.328068921342492,3.944709897041321e-05,0.09026067974550085,0.0541959596192402,3.904299796680616e-05,79358,9.328068921342492,4253.720714821799,
1550,0.002357303397729993,0.0017123287543654442,0.0007559721445602463,0.0,0.0032117463124450296,0.29085540771484375,0.2615495699381719,166.34705781936646,170.1953125,157.06924438476562,5e-06,1550,30,0.9542795419692993,0.996874988079071,0.8734375238418579,0.9542795419692993,0.996874988079071,0.8734375238418579,-0.01423649862408638,0.0560341477394104,-0.10573447495698929,-0.01423649862408638,0.0560341477394104,-0.10573447495698929,399.3125,1204.0,116.0,0.0,25.25,54.0,12.0,399.3125,1204.0,116.0,0.0,0.0,250.1875,406.0,174.0,0.0,4,18,7.375,0.0,1.0,8.0,8,7.6342363357543945,8.0,8,8,5.025789141654968e-05,0.11740854009985924,0.5841442253440619,0.2601097011065576,0.0,0.0,0.0,0.5841442253440619,0.0,174,1204,19.45374554209411,9.990856051445007e-05,0.7269051615148783,0.003035079687833786,4.408029465004802,24.625729287043214,3.836490213871002e-05,0.3806101412993839,0.05302190946166284,3.6507405790918325e-05,83136,24.625729287043214,1687.9906180837834,
1551,0.005259569268673658,6.698820652673021e-05,-5.2615373874687066e-05,0.0,-0.009944674704456702,1.103515625,0.2836056252002217,166.34705781936646,170.1953125,156.67072677612305,5e-06,1551,31,0.9683709740638733,2.7093749046325684,0.606249988079071,0.9683709740638733,2.7093749046325684,0.606249988079071,0.05808008089661598,1.9476842880249023,-0.9072933793067932,0.05808008089661598,1.9476842880249023,-0.9072933793067932,637.3125,3188.0,69.0,0.0,38.1953125,138.0,12.0,637.3125,3188.0,69.0,0.0,0.0,254.25,444.0,174.0,0.0,4,42,9.921875,0.0,1.0,8.0,8,7.746967792510986,8.0,8,8,0.00014291517436504364,0.11189246736466885,1.4172731284052134,0.39986864020465873,0.0,0.0,0.0,1.4172731284052134,0.0,174,3164,6.114764446392655,0.00017271563410758972,0.9879363942891359,0.0034205634146928787,5.793165814131498,12.94636495411396,3.794953227043152e-05,0.07495788524066706,0.050763808395824554,2.9973391295941804e-05,114120,12.94636495411396,4407.414760995755,
1552,0.0044706123881042,0.0,0.0003456316222241185,0.0,-0.004633337273844518,0.1396484375,0.27300784068161416,166.34705781936646,170.1953125,156.46729278564453,5e-06,1552,31,0.93914794921875,0.9937499761581421,0.8031250238418579,0.93914794921875,0.9937499761581421,0.8031250238418579,0.020226338878273964,0.0560341477394104,-0.10573447495698929,0.020226338878273964,0.0560341477394104,-0.10573447495698929,497.765625,1292.0,86.0,0.0,25.6875,75.0,12.0,497.765625,1292.0,86.0,0.0,0.0,280.5625,439.0,174.0,0.0,4,20,7.484375,0.0,1.0,8.0,8,7.513184070587158,8.0,8,8,3.183633089065552e-05,0.1102871522307396,0.7740178629755974,0.26205540423688944,0.0,0.0,0.0,0.7740178629755974,0.0,377,1292,5.660345325246453,0.00010919943451881409,0.8612445835024118,0.003322472795844078,5.101687528192997,11.652095053344965,4.3507665395736694e-05,0.08883989900565736,0.051208394678025786,3.334945491984098e-05,99626,11.652095053344965,4275.025201214797,
1553,0.0041528260335326195,0.0002679805184016004,8.12882279888072e-05,0.0,0.004502848372794688,5.625,0.2548448464152762,166.34705781936646,170.1953125,156.55080032348633,5e-06,1553,31,0.9354699850082397,0.9979591965675354,0.0,0.9354699850082397,0.9979591965675354,0.0,-0.029767924919724464,0.5417550802230835,-1.620171308517456,-0.029767924919724464,0.5417550802230835,-1.620171308517456,348.1640625,1081.0,86.0,0.0,22.1171875,104.0,12.0,348.1640625,1081.0,86.0,0.0,0.0,233.0,339.0,160.0,0.0,4,42,7.265625,0.0,1.0,7.875,8,7.483760356903076,8.0,8,8,4.790350794792175e-05,0.11562272533774376,1.051770282909274,0.23042472661472857,0.0,0.0,0.0,1.051770282909274,0.0,160,1081,4.452294448390603,9.897537529468536e-05,0.715267663821578,0.0030067414045333862,4.056675259023905,9.25168196298182,3.851577639579773e-05,0.09990563106452605,0.05453326780873388,4.041916687323914e-05,74389,9.25168196298182,4020.296001183789,
1554,0.001684818766079843,0.0002072968491120264,-0.00018264272443957452,0.0,-0.012116203201003373,0.21728515625,0.26689502911586205,166.34705781936646,170.1953125,156.57220840454102,5e-06,1554,31,0.9619871973991394,0.995312511920929,0.8734375238418579,0.9619871973991394,0.995312511920929,0.8734375238418579,0.0465715229511261,0.10573447495698929,-0.0560341477394104,0.0465715229511261,0.10573447495698929,-0.0560341477394104,442.546875,1042.0,69.0,0.0,28.578125,77.0,12.0,442.546875,1042.0,69.0,0.0,0.0,244.625,391.0,160.0,0.0,4,30,8.65625,0.0,1.0,8.0,8,7.695897102355957,8.0,8,8,6.36521726846695e-05,0.11029910668730736,0.870440449565649,0.2989086909801699,0.0,0.0,0.0,0.870440449565649,0.0,160,820,4.8760636411607265,9.71183180809021e-05,0.7575439065694809,0.003892756998538971,4.579646984115243,10.240565173327923,3.907643258571625e-05,0.08607957563041921,0.052066292822884136,4.425699764136259e-05,87958,10.240565173327923,4294.587188854142,
1555,0.003201656276360154,0.0002839453736669384,0.000616569898426178,0.0,0.012964202906005085,6.4296875,0.27226512671259107,166.34705781936646,170.1953125,157.16535186767578,5e-06,1555,31,0.9206534624099731,0.987500011920929,0.7749999761581421,0.9206534624099731,0.987500011920929,0.7749999761581421,-0.06579014658927917,0.3535255789756775,-2.4747040271759033,-0.06579014658927917,0.3535255789756775,-2.4747040271759033,511.453125,1716.0,116.0,0.0,30.2734375,116.0,12.0,511.453125,1716.0,116.0,0.0,0.0,262.9375,477.0,160.0,0.0,4,30,8.6875,0.0,1.0,8.0,8,7.365227699279785,8.0,8,8,4.221685230731964e-05,0.1200389601290226,1.2350807078182697,0.30747752597380895,0.0,0.0,0.0,1.2350807078182697,0.0,178,1716,24.053018003702164,0.00010495632886886597,0.8453912157565355,0.0032083913683891296,5.137220172211528,30.06711120530963,3.763660788536072e-05,0.367412366781263,0.051827244932623716,3.2368105651511566e-05,99122,30.06711120530963,1648.3459172907803,
1556,0.0010469685075804591,0.0,-3.057576975606935e-06,0.0,0.0008776944669079967,0.0001964569091796875,0.2621822404620037,166.34705781936646,170.1953125,157.18724822998047,5e-06,1556,31,0.9540466666221619,0.996874988079071,0.8734375238418579,0.9540466666221619,0.996874988079071,0.8734375238418579,-0.0025885342620313168,0.0560341477394104,-0.0560341477394104,-0.0025885342620313168,0.0560341477394104,-0.0560341477394104,374.0,1168.0,116.0,0.0,23.0,74.0,12.0,374.0,1168.0,116.0,0.0,0.0,260.8125,369.0,167.0,0.0,4,20,7.0,0.0,1.0,8.0,8,7.632372856140137,8.0,8,8,2.9187649488449097e-05,0.11146610230207443,0.770736962556839,0.23429838234733324,0.0,0.0,0.0,0.770736962556839,0.0,260,1168,4.3045002445578575,9.958259761333466e-05,0.7260478977113962,0.0038257166743278503,4.311892364174128,9.382007725536823,3.9171427488327026e-05,0.08991686673959429,0.053065525797161166,4.708226683971461e-05,81256,9.382007725536823,4330.416387253116,
1557,0.0033739740028977394,0.0007555236225016415,0.0011712809094461818,8.278145833173767e-05,-0.005432758771348745,6.2685546875,0.2696998929821976,166.34705781936646,170.1953125,157.29644393920898,5e-06,1557,31,0.9452016353607178,0.9938775300979614,0.8843749761581421,0.9452016353607178,0.9938775300979614,0.8843749761581421,0.012388160452246666,2.474745750427246,-0.35353896021842957,0.012388160452246666,2.474745750427246,-0.35353896021842957,481.96875,2005.0,116.0,0.0,31.515625,161.0,12.0,481.96875,2005.0,116.0,0.0,0.0,248.0625,439.0,160.0,0.0,4,38,9.265625,0.0,1.0,8.0,8,7.561613082885742,8.0,8,8,4.73465770483017e-05,0.11120869591832161,1.6305329259485006,0.3227630068286089,0.0,0.0,0.0,1.6305329259485006,0.0,217,2005,4.913856832310557,9.462796151638031e-05,0.7806090656667948,0.0033110473304986954,4.844515873119235,10.56679711677134,3.8856640458106995e-05,0.07965144317432661,0.05184405497537814,3.5433493113508574e-05,93444,10.56679711677134,4421.585792145482,
1558,0.002618205500766635,0.00010416666918899864,0.00014400406882053574,0.0,0.0036568822688423097,0.0142822265625,0.26015150630200645,166.34705781936646,170.1953125,157.20906448364258,5e-06,1558,31,0.9248989224433899,0.995312511920929,0.831250011920929,0.9248989224433899,0.995312511920929,0.831250011920929,-0.024329036474227905,0.0560341477394104,-0.0560341477394104,-0.024329036474227905,0.0560341477394104,-0.0560341477394104,344.7890625,1210.0,112.0,0.0,25.4609375,103.0,12.0,344.7890625,1210.0,112.0,0.0,0.0,279.25,495.0,174.0,0.0,4,20,6.703125,0.0,1.0,8.0,8,7.399191379547119,8.0,8,8,3.2003968954086304e-05,0.11251954734325409,0.9770240020006895,0.25928633981675375,0.0,0.0,0.0,0.9770240020006895,0.0,222,1008,4.545705484226346,9.990483522415161e-05,0.7167943511158228,0.003173036500811577,4.29244976863265,9.5839767716825,4.178844392299652e-05,0.1030001469246674,0.053738244659071455,3.9724031959282105e-05,79877,9.5839767716825,4167.215859496356,
1559,0.00461756344884634,0.0,-0.0014717250346620858,0.0,-0.003967875745729543,0.112548828125,0.2617721336085363,166.34705781936646,170.1953125,157.1408576965332,5e-06,1559,31,0.9381113648414612,0.9963265061378479,0.8500000238418579,0.9381113648414612,0.9963265061378479,0.8500000238418579,0.020361704751849174,0.0560341477394104,-0.0560341477394104,0.020361704751849174,0.0560341477394104,-0.0560341477394104,340.421875,1112.0,86.0,0.0,22.1875,92.0,12.0,340.421875,1112.0,86.0,0.0,0.0,276.125,406.0,178.0,0.0,4,20,6.25,0.0,1.0,8.0,8,7.504891395568848,8.0,8,8,5.2634626626968384e-05,0.10444746166467667,0.9596999399363995,0.22562347652274184,0.0,0.0,0.0,0.9596999399363995,0.0,222,1112,19.44212214462459,9.259209036827087e-05,0.702246630564332,0.003080993890762329,4.382404403761029,24.553555205464363,4.155002534389496e-05,0.4461863070781794,0.05553111335514115,3.904044566210914e-05,78918,24.553555205464363,1607.0585163658275,
1560,0.016172219067811966,0.00013820503954775631,0.00031101598267468944,0.0,-0.002743160235695541,1.12109375,0.2896582778601852,166.34705781936646,170.1953125,156.85526657104492,5e-06,1560,31,0.8673582673072815,0.9918367266654968,0.0,0.8673582673072815,0.9918367266654968,0.0,0.001205180655233562,0.5400605201721191,-1.6201813220977783,0.001205180655233562,0.5400605201721191,-1.6201813220977783,641.8359375,3677.0,102.0,0.0,37.0859375,171.0,12.0,641.8359375,3677.0,102.0,0.0,0.0,295.3125,444.0,211.0,0.0,4,42,10.109375,0.0625,0.9375,7.375,8,6.938865661621094,8.0,8,8,2.9828399419784546e-05,0.11395657248795033,1.781577441841364,0.3848322999110678,0.0,0.0,0.0,1.781577441841364,0.0,335,3198,6.156355349346995,9.172037243843079e-05,0.9638104736804962,0.0031337495893239975,6.003894599154592,13.152100637555122,4.067644476890564e-05,0.074935857213158,0.05005122420203069,2.6124376552240404e-05,119955,13.152100637555122,4560.298134332811,
1561,0.007900514639914036,0.00034118085022782907,-0.00014491610988898174,0.0,-0.006977615877985954,0.14501953125,0.2835855904764794,166.34705781936646,170.1953125,156.9611701965332,5e-06,1561,31,0.8924193978309631,0.9918367266654968,0.0,0.8924193978309631,0.9918367266654968,0.0,0.01945439912378788,0.0560341477394104,-0.0560341477394104,0.01945439912378788,0.0560341477394104,-0.0560341477394104,617.734375,2187.0,102.0,0.0,38.34375,174.0,12.0,617.734375,2187.0,102.0,0.0,0.0,280.75,473.0,174.0,0.0,4,42,10.25,0.0625,0.9375,7.5,8,7.139355182647705,8.0,8,8,3.0424445867538452e-05,0.10268666781485081,1.813641432672739,0.3859805512911407,0.0,0.0,0.0,1.813641432672739,0.0,222,2159,6.761537782847881,9.141489863395691e-05,0.934048380702734,0.0034889113157987595,5.756655320525169,13.479407647624612,4.09148633480072e-05,0.08551331456744507,0.05005526077356981,3.033677647947724e-05,115006,13.479407647624612,4265.988647515484,
1562,0.006171145010739565,0.0011008424044121057,0.000998654926661402,0.0,-0.0011375906760804355,7.1015625,0.27844281387736913,166.34705781936646,170.1953125,156.8719825744629,5e-06,1562,31,0.8984839916229248,0.995312511920929,0.0,0.8984839916229248,0.995312511920929,0.0,-0.00014153702068142593,1.206022024154663,-0.7237751483917236,-0.00014153702068142593,1.206022024154663,-0.7237751483917236,605.6484375,1603.0,116.0,0.0,34.5703125,104.0,13.0,605.6484375,1603.0,116.0,0.0,0.0,227.0625,342.0,167.0,0.0,4,42,10.734375,0.0625,0.9375,7.5,8,7.18787145614624,8.0,8,8,3.162771463394165e-05,0.11481082066893578,1.1369475834071636,0.3634373263339512,0.0,0.0,0.0,1.1369475834071636,0.0,167,1262,5.878178834915161,9.802542626857758e-05,0.876148484647274,0.0030509717762470245,5.381631460040808,12.17639034986496,3.7064775824546814e-05,0.07582496594449598,0.050490505033829715,2.8624239130916758e-05,106587,12.17639034986496,4376.789710966439,
1563,0.0033205600921064615,6.845564348623157e-05,-0.00010399670949823303,0.0,-0.0017346991298836656,1.404296875,0.2672033986145006,166.34705781936646,170.1953125,157.44717407226562,5e-06,1563,31,0.91668701171875,0.996874988079071,0.0,0.91668701171875,0.996874988079071,0.0,0.010146294720470905,0.35340386629104614,-2.4739997386932373,0.010146294720470905,0.35340386629104614,-2.4739997386932373,439.2421875,2072.0,69.0,0.0,34.9296875,172.0,12.0,439.2421875,2072.0,69.0,0.0,0.0,272.4375,480.0,177.0,0.0,4,42,9.109375,0.0625,0.9375,7.5,8,7.33349609375,8.0,8,8,3.2275915145874023e-05,0.11267882771790028,1.804004993289709,0.3611546875035856,0.0,0.0,0.0,1.804004993289709,0.0,177,2057,23.725736109539866,9.558349847793579e-05,0.796105470508337,0.003591557964682579,4.825440101325512,29.38327203132212,3.699958324432373e-05,0.42199342101168325,0.05297151436769869,3.942651039774498e-05,91095,29.38327203132212,1550.1166769802578,
1564,0.00322544202208519,0.0,9.93422725059645e-06,0.0,-9.77108720690012e-05,0.1630859375,0.2662400040491213,166.34705781936646,170.1953125,157.46906280517578,5e-06,1564,31,0.9453864097595215,0.9959183931350708,0.859375,0.9453864097595215,0.9959183931350708,0.859375,-0.0019917916506528854,0.10573447495698929,-0.0560341477394104,-0.0019917916506528854,0.10573447495698929,-0.0560341477394104,404.1171875,1353.0,86.0,0.0,23.484375,75.0,12.0,404.1171875,1353.0,86.0,0.0,0.0,285.875,527.0,181.0,0.0,4,16,6.734375,0.0,1.0,8.0,8,7.563091278076172,8.0,8,8,3.059208393096924e-05,0.10496728867292404,0.8242173846811056,0.23890250294061843,0.0,0.0,0.0,0.8242173846811056,0.0,222,916,4.413599673658609,8.991174399852753e-05,0.7667026966810226,0.003091180697083473,4.611586876213551,9.818469120189548,3.9208680391311646e-05,0.08532487238112803,0.05221511652321189,3.500017773167125e-05,88319,9.818469120189548,4497.595242133581,
1565,0.003752819262444973,0.0,0.0001730671683617402,0.0,0.0052056447602808475,1.015625,0.27783383501034203,166.34705781936646,170.1953125,157.43835067749023,5e-06,1565,31,0.9321616291999817,0.9959183931350708,0.0,0.9321616291999817,0.9959183931350708,0.0,-0.029388509690761566,0.3535522222518921,-2.4748644828796387,-0.029388509690761566,0.3535522222518921,-2.4748644828796387,576.109375,2599.0,112.0,0.0,36.0703125,176.0,12.0,576.109375,2599.0,112.0,0.0,0.0,242.875,358.0,167.0,0.0,4,42,10.140625,0.0,1.0,7.9375,8,7.457293510437012,8.0,8,8,5.326978862285614e-05,0.11123701557517052,1.7477020528167486,0.37057698937132955,0.0,0.0,0.0,1.7477020528167486,0.0,218,2497,5.625725399702787,9.602867066860199e-05,0.8772872872650623,0.0031093694269657135,5.3872145190835,11.921438803896308,3.964826464653015e-05,0.0762892978181062,0.051390007813445576,2.9661064837982578e-05,104830,11.921438803896308,4396.700839740007,
1566,0.0015722824027761817,9.630200656829402e-05,-0.0001800624701218112,0.0,0.0002875233767554164,0.15869140625,0.2623971378300212,166.34705781936646,170.1953125,157.44353866577148,5e-06,1566,31,0.9266756772994995,0.9921875,0.831250011920929,0.9266756772994995,0.9921875,0.831250011920929,0.009904487058520317,0.0560341477394104,-0.0560341477394104,0.009904487058520317,0.0560341477394104,-0.0560341477394104,387.9296875,848.0,86.0,0.0,28.7734375,78.0,12.0,387.9296875,848.0,86.0,0.0,0.0,248.375,362.0,174.0,0.0,4,16,7.484375,0.0,1.0,8.0,8,7.413405418395996,8.0,8,8,3.2963231205940247e-05,0.10015119798481464,0.8069723770022392,0.29299633142363746,0.0,0.0,0.0,0.8069723770022392,0.0,222,835,3.972753906622529,8.716993033885956e-05,0.7903624475002289,0.003031153231859207,4.321308735758066,9.110904607921839,4.148110747337341e-05,0.08000712731089576,0.05305669620437912,3.7216266183643436e-05,81447,9.110904607921839,4469.753745922368,
1567,0.001887336140498519,0.00020973154460079968,1.4350729799161854e-05,0.0,-0.0036033888172823936,0.13885498046875,0.26868233242356265,166.34705781936646,170.1953125,157.45730209350586,5e-06,1567,31,0.9477381110191345,0.9955000281333923,0.831250011920929,0.9477381110191345,0.9955000281333923,0.831250011920929,0.01521245762705803,0.0560341477394104,-0.0560341477394104,0.01521245762705803,0.0560341477394104,-0.0560341477394104,427.65625,1180.0,116.0,0.0,27.453125,97.0,12.0,427.65625,1180.0,116.0,0.0,0.0,280.375,495.0,174.0,0.0,4,38,8.40625,0.0,1.0,8.0,8,7.581904411315918,8.0,8,8,5.805492401123047e-05,0.11075344868004322,1.0500875189900398,0.2806078019202687,0.0,0.0,0.0,1.0500875189900398,0.0,177,1180,5.239781742915511,9.263865649700165e-05,0.7755214273929596,0.003107622265815735,4.70126411318779,10.743051772937179,3.901869058609009e-05,0.09572125946137214,0.05187430058246668,3.428986919953805e-05,90628,10.743051772937179,4217.982092774652,
1568,0.0046553541906178,0.0,-6.896015460711169e-05,0.0,0.01252302662760485,5.21875,0.2598289552413334,166.34705781936646,170.1953125,157.16852188110352,5e-06,1568,31,0.9435308575630188,0.9984375238418579,0.8734375238418579,0.9435308575630188,0.9984375238418579,0.8734375238418579,-0.0645439475774765,1.207581639289856,-0.7245482802391052,-0.0645439475774765,1.207581639289856,-0.7245482802391052,397.3125,1437.0,102.0,0.0,24.4296875,125.0,12.0,397.3125,1437.0,102.0,0.0,0.0,242.1875,368.0,174.0,0.0,4,28,6.921875,0.0,1.0,8.0,8,7.54824686050415,8.0,8,8,3.285892307758331e-05,0.10835874080657959,1.221233893185854,0.24521423820988275,0.0,0.0,0.0,1.221233893185854,0.0,222,1437,24.467065954580903,9.919516742229462e-05,0.7354109510779381,0.0031563732773065567,4.386559315025806,29.629763504490256,4.3274834752082825e-05,0.48110480483287915,0.05358873283602676,3.856007228922201e-05,81856,29.629763504490256,1381.3137588424406,
1569,0.0020545541774481535,9.735202183946967e-05,0.00035970809221907984,0.0,0.005418194443336688,1.982421875,0.27093848610676285,166.34705781936646,170.1953125,157.35440063476562,5e-06,1569,31,0.9370089769363403,0.9921875,0.831250011920929,0.9370089769363403,0.9921875,0.831250011920929,-0.026994096115231514,0.3535155951976776,-2.4746272563934326,-0.026994096115231514,0.3535155951976776,-2.4746272563934326,445.609375,965.0,116.0,0.0,28.828125,72.0,12.0,445.609375,965.0,116.0,0.0,0.0,264.5625,473.0,174.0,0.0,4,14,7.65625,0.0,1.0,8.0,8,7.496071815490723,8.0,8,8,2.9422342777252197e-05,0.11505839228630066,0.7530258074402809,0.30127203643496614,0.0,0.0,0.0,0.7530258074402809,0.0,250,861,4.857570583000779,8.619576692581177e-05,0.7741939146071672,0.003490874543786049,4.673894884064794,10.333416737616062,0.002064848318696022,0.08516376070340438,0.0514168542393434,3.840261538564662e-05,90902,10.333416737616062,4398.448369409867,
1570,0.0011497845407575369,0.0,3.165476205424511e-05,0.0,-0.004874199745245278,0.00244140625,0.2476884439835128,166.34705781936646,170.1953125,157.60642623901367,5e-06,1570,31,0.9465118646621704,0.9906250238418579,0.887499988079071,0.9465118646621704,0.9906250238418579,0.887499988079071,0.01886487752199173,0.10573447495698929,-0.0560341477394104,0.01886487752199173,0.10573447495698929,-0.0560341477394104,275.375,507.0,69.0,0.0,18.3125,37.0,12.0,275.375,507.0,69.0,0.0,0.0,249.125,482.0,160.0,0.0,4,14,6.0,0.0,1.0,8.0,8,7.572094440460205,8.0,8,8,3.0567869544029236e-05,0.10576606169342995,0.4232149124145508,0.191256465492188,0.0,0.0,0.0,0.4232149124145508,0.0,160,396,3.7215904500335455,9.461678564548492e-05,0.7394599188119173,0.003085508942604065,3.7413714416325092,8.229647614061832,5.250796675682068e-05,0.10558302456972156,0.055728244781227794,4.595908220037037e-05,67136,8.229647614061832,4078.9109782347227,
1571,0.00401673000305891,0.0021063020030851476,-0.006686174532660516,0.0,-0.005385940312407911,48.806884765625,0.2777504346394859,166.34705781936646,170.1953125,157.75693893432617,5e-06,1571,31,0.9200375080108643,0.9921875,0.7749999761581421,0.9200375080108643,0.9921875,0.7749999761581421,0.0005199345177970827,0.5400153398513794,-1.6200556755065918,0.0005199345177970827,0.5400153398513794,-1.6200556755065918,577.0390625,1653.0,112.0,0.0,36.9375,109.0,12.0,577.0390625,1653.0,112.0,0.0,0.0,274.875,413.0,174.0,0.0,4,26,10.453125,0.0,1.0,8.0,8,7.360300064086914,8.0,8,8,3.403425216674805e-05,0.11379825137555599,1.1244164612144232,0.3863571769907139,0.0,0.0,0.0,1.1244164612144232,0.0,331,1653,5.673157187178731,8.294358849525452e-05,0.8804707918316126,0.003046272322535515,5.53956039622426,12.120005333796144,3.9188191294670105e-05,0.07680856185508902,0.05080068225250365,2.7935919322623825e-05,109045,12.120005333796144,4498.554125877009,
