step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
373,0.008478921838104725,0.0010221855336567387,0.0007453679372702027,0.0,0.008825874392641708,3.4140625,0.26507049930801024,166.34705781936646,170.1953125,172.57968139648438,5e-06,373,7,0.9671084880828857,0.996874988079071,0.8734375238418579,0.9671084880828857,0.996874988079071,0.8734375238418579,-0.061859045177698135,0.5398793816566467,-2.3598828315734863,-0.061859045177698135,0.5398793816566467,-2.3598828315734863,394.5703125,1983.0,116.0,0.0,26.421875,151.0,12.0,394.5703125,1983.0,116.0,0.0,0.0,282.375,495.0,167.0,0.0,4,32,7.09375,0.0,1.0,8.0,8,7.736868381500244,8.0,8,8,5.2751973271369934e-05,0.10275036841630936,1.4080495834350586,0.2622095627593808,0.0,0.0,0.0,1.4080495834350586,0.0,265,1983,6.2754013035446405,9.801238775253296e-05,0.7324605938047171,0.0030884239822626114,4.5072082336992025,11.548904618248343,3.479607403278351e-05,0.12425307006325395,0.05201685228564903,3.564292700738164e-05,86649,11.548904618248343,3751.3947367392107,
374,0.03207634389400482,0.0004744916077470407,0.00026395129953016294,0.0,-0.004679248435422778,2.7890625,0.26631131644428396,166.34705781936646,170.1953125,172.5983657836914,5e-06,374,7,0.8379902839660645,0.9959183931350708,0.0,0.8379902839660645,0.9959183931350708,0.0,0.006283991038799286,1.625337839126587,-0.5400583744049072,0.006283991038799286,1.625337839126587,-0.5400583744049072,390.0078125,1290.0,112.0,0.0,28.078125,108.0,13.0,390.0078125,1290.0,112.0,0.0,0.0,259.625,482.0,160.0,0.0,4,42,9.71875,0.0625,0.9375,7.125,8,6.703922271728516,8.0,8,8,2.9943883419036865e-05,0.1179545670747757,1.193054012954235,0.30249721951258834,0.0,0.0,0.0,1.193054012954235,0.0,177,1249,4.923234788700938,9.377114474773407e-05,0.7255329973995686,0.003039088100194931,4.314762758091092,9.989427771419287,4.593655467033386e-05,0.09862051618959833,0.05188944184925489,3.654814739329827e-05,83153,9.989427771419287,4162.05021462334,
375,0.017478734254837036,0.0002654803611221723,-0.0002643832704052329,0.0,0.007727603428065777,1.4296875,0.2811438303060501,166.34705781936646,170.1953125,172.5999984741211,5e-06,375,7,0.8921804428100586,0.9963265061378479,0.0,0.8921804428100586,0.9963265061378479,0.0,-0.0440547913312912,1.6201812028884888,-0.5400604009628296,-0.0440547913312912,1.6201812028884888,-0.5400604009628296,607.7734375,2434.0,115.0,0.0,39.890625,197.0,12.0,607.7734375,2434.0,115.0,0.0,0.0,236.5625,330.0,174.0,0.0,4,42,10.109375,0.0,1.0,7.625,8,7.137443542480469,8.0,8,8,2.9947608709335327e-05,0.10921882465481758,1.9567898511886597,0.40183005153085105,0.0,0.0,0.0,1.9567898511886597,0.0,266,2434,6.342988336458802,9.893067181110382e-05,0.8565902523696423,0.00306146964430809,5.403367415070534,12.62991975620389,3.7243589758872986e-05,0.08153465308128803,0.049996460005279054,2.8327269436114646e-05,108075,12.62991975620389,4278.530746282569,
376,0.025184642523527145,0.0019701068740687333,-2.9646071197930723e-06,0.0,-0.006732687470503151,2.875,0.28225215072025756,166.34705781936646,170.1953125,172.71350479125977,5e-06,376,7,0.8677404522895813,0.9979591965675354,0.0,0.8677404522895813,0.9979591965675354,0.0,-0.014625843614339828,2.4748663902282715,-2.470374822616577,-0.014625843614339828,2.4748663902282715,-2.470374822616577,635.734375,2128.0,86.0,0.0,40.5625,179.0,12.0,635.734375,2128.0,86.0,0.0,0.0,263.0,444.0,160.0,0.0,4,42,11.34375,0.0,1.0,7.25,8,6.941924095153809,8.0,8,8,2.9128044843673706e-05,0.10900533013045788,1.8624843824654818,0.416286494146334,0.0,0.0,0.0,1.8624843824654818,0.0,221,2101,7.591417601332068,0.00010028108954429626,0.9706715326756239,0.0030230358242988586,5.72456849552691,14.31328273192048,3.7671998143196106e-05,0.0932904564275084,0.049762413250638134,2.6278584678965723e-05,115038,14.31328273192048,4018.5749892109066,
377,0.0236566923558712,0.0013198345550335944,-0.00020466812156882952,0.0,0.003875947317283135,3.671875,0.27238513446336354,166.34705781936646,170.1953125,172.66889572143555,5e-06,377,7,0.8962840437889099,0.996874988079071,0.0,0.8962840437889099,0.996874988079071,0.0,-0.030160224065184593,2.4748661518096924,-2.474755048751831,-0.030160224065184593,2.4748661518096924,-2.474755048751831,456.171875,1310.0,146.0,0.0,31.2734375,106.0,12.0,456.171875,1310.0,146.0,0.0,0.0,271.5625,403.0,167.0,0.0,4,42,9.390625,0.0,1.0,7.5625,8,7.170272350311279,8.0,8,8,3.188475966453552e-05,0.10580737888813019,1.130948944017291,0.31316641907324083,0.0,0.0,0.0,1.130948944017291,0.0,167,1214,5.936495944857597,9.234435856342316e-05,0.7649386078119278,0.00297742523252964,4.720357364043593,11.456417890265584,3.864988684654236e-05,0.10166973702444934,0.05067479725221249,3.1963770612234464e-05,93150,11.456417890265584,4065.4068702900895,
378,0.04892949014902115,0.0023675967240706086,0.00055459136274294,0.00012053764294250868,0.0034620915539562702,3.6953125,0.30144172889497295,166.34705781936646,170.1953125,172.7317008972168,5e-06,378,7,0.7911791801452637,0.996874988079071,0.0,0.7911791801452637,0.996874988079071,0.0,-0.0756436288356781,2.4748663902282715,-1.7589601278305054,-0.0756436288356781,2.4748663902282715,-1.7589601278305054,927.0234375,3257.0,86.0,0.0,57.671875,183.0,12.0,927.0234375,3257.0,86.0,0.0,0.0,292.5,451.0,160.0,0.0,4,42,16.125,0.0,1.0,7.0625,8,6.329433441162109,8.0,8,8,3.0802562832832336e-05,0.10610770061612129,1.849370190873742,0.6039644885895541,0.0,0.0,0.0,1.849370190873742,0.0,218,2764,7.696372864767909,9.645149111747742e-05,1.143829569220543,0.0030018631368875504,7.398740045726299,16.26584484241903,3.7219375371932983e-05,0.06486126517809782,0.04739774147000493,1.9230508439436194e-05,156099,16.26584484241903,4798.367423034671,
379,0.015112747438251972,0.00045408926234813407,-9.116940668718598e-05,8.692628762219101e-05,0.020579057156282943,3.0390625,0.27108962348791454,166.34705781936646,170.1953125,172.71290969848633,5e-06,379,7,0.9120633006095886,0.9921875,0.0,0.9120633006095886,0.9921875,0.0,-0.12235040962696075,0.5962163209915161,-2.474367141723633,-0.12235040962696075,0.5962163209915161,-2.474367141723633,477.90625,3381.0,86.0,0.0,29.6796875,172.0,12.0,477.90625,3381.0,86.0,0.0,0.0,273.0,480.0,174.0,0.0,4,42,8.03125,0.0,1.0,7.875,8,7.296506404876709,8.0,8,8,3.3350661396980286e-05,0.10824238322675228,1.6892733946442604,0.2984899044240592,0.0,0.0,0.0,1.6892733946442604,0.0,282,3007,6.98327817581594,0.0001009274274110794,0.791062505915761,0.002963397651910782,4.977670881897211,12.778908954933286,3.723427653312683e-05,0.1141580817337334,0.051788160991897404,3.0831470846797434e-05,96116,12.778908954933286,3760.7279439491786,
380,0.022732438519597054,0.001959157976671122,0.00027101020987174707,0.0,0.009967187652364373,6.0078125,0.27412477470691865,166.34705781936646,170.1953125,172.8575782775879,5e-06,380,7,0.8951921463012695,0.9959183931350708,0.0,0.8951921463012695,0.9959183931350708,0.0,-0.07155127823352814,2.474379062652588,-1.207299828529358,-0.07155127823352814,2.474379062652588,-1.207299828529358,493.0390625,2584.0,154.0,0.0,26.890625,145.0,12.0,493.0390625,2584.0,154.0,0.0,0.0,267.0,462.0,174.0,0.0,4,42,8.09375,0.0,1.0,7.8125,8,7.161537170410156,8.0,8,8,3.018788993358612e-05,0.10813651233911514,1.4476314224302769,0.2730879468290368,0.0,0.0,0.0,1.4476314224302769,0.0,298,2526,5.785884648561478,9.670481085777283e-05,0.8011425789445639,0.0030206236988306046,4.9941133707761765,11.608294699341059,3.8817524909973145e-05,0.09168081650099792,0.05133487557975203,3.104922340371696e-05,97285,11.608294699341059,4190.322632208948,
381,0.019624318927526474,0.0011428689176682383,-1.4720797480549663e-05,0.0,0.024974148720502853,4.2109375,0.2773951421655525,166.34705781936646,170.1953125,172.33465957641602,5e-06,381,7,0.9295133352279663,0.9959183931350708,0.676562488079071,0.9295133352279663,0.9959183931350708,0.676562488079071,-0.1471479833126068,1.8858200311660767,-2.474754571914673,-0.1471479833126068,1.8858200311660767,-2.474754571914673,534.9609375,2080.0,102.0,0.0,30.265625,152.0,12.0,534.9609375,2080.0,102.0,0.0,0.0,239.9375,407.0,174.0,0.0,4,34,8.203125,0.0,1.0,8.0,8,7.4361066818237305,8.0,8,8,4.6877190470695496e-05,0.10718069784343243,1.435816414654255,0.30331303767161444,0.0,0.0,0.0,1.435816414654255,0.0,174,1805,7.0228720381855965,8.710101246833801e-05,0.8011513836681843,0.0029787272214889526,4.979414248839021,12.829908769577742,3.775209188461304e-05,0.10256111045177943,0.05020228708236987,3.0031427722271593e-05,99187,12.829908769577742,3865.4600660603314,
382,0.02074315957725048,0.0007789619266986847,0.00022052174557529725,0.0,0.012919384345877916,3.140625,0.27029742259491396,166.34705781936646,170.1953125,172.36962890625,5e-06,382,7,0.9385992288589478,0.9938775300979614,0.7749999761581421,0.9385992288589478,0.9938775300979614,0.7749999761581421,-0.06899034976959229,1.566612958908081,-2.246178150177002,-0.06899034976959229,1.566612958908081,-2.246178150177002,425.6796875,1451.0,69.0,0.0,30.6484375,112.0,12.0,425.6796875,1451.0,69.0,0.0,0.0,251.5,396.0,160.0,0.0,4,28,8.828125,0.0,1.0,8.0,8,7.508793830871582,8.0,8,8,2.894364297389984e-05,0.10068625397980213,1.143788592889905,0.31648570245306473,0.0,0.0,0.0,1.143788592889905,0.0,227,1373,5.12009347230196,0.00010435469448566437,0.7285030949860811,0.0032601598650217056,4.440461244434118,10.316345682367682,4.018843173980713e-05,0.09396908386040634,0.05122880102947794,3.761187675240491e-05,86679,10.316345682367682,4201.051548134363,
383,0.023761441931128502,0.0008874116174411029,0.0002754992499376385,0.0,0.027965860499534756,3.390625,0.2718239503165419,166.34705781936646,170.1953125,172.3502540588379,5e-06,383,7,0.9104354381561279,0.9984375238418579,0.0,0.9104354381561279,0.9984375238418579,0.0,-0.16750679910182953,2.446280002593994,-2.238698720932007,-0.16750679910182953,2.446280002593994,-2.238698720932007,457.234375,2835.0,69.0,0.0,29.9765625,162.0,12.0,457.234375,2835.0,69.0,0.0,0.0,254.1875,330.0,167.0,0.0,4,42,8.375,0.0,1.0,7.8125,8,7.283483505249023,8.0,8,8,3.154389560222626e-05,0.10677038319408894,1.613091228529811,0.30063156147662085,0.0,0.0,0.0,1.613091228529811,0.0,216,2835,5.741888673976064,0.00010353140532970428,0.74992386251688,0.0029859989881515503,4.661199873313308,11.179261794313788,3.659538924694061e-05,0.09810833943847289,0.051187101901048825,3.2790834685725664e-05,91062,11.179261794313788,4072.8091744983426,
384,0.024259155616164207,0.000553573074284941,0.0007824886781691021,0.0,0.008359150553587824,3.67578125,0.28031338738066813,166.34705781936646,170.1953125,172.81127548217773,5e-06,384,7,0.8954732418060303,0.9859374761581421,0.0,0.8954732418060303,0.9859374761581421,0.0,-0.03229000046849251,1.6190762519836426,-1.7549761533737183,-0.03229000046849251,1.6190762519836426,-1.7549761533737183,645.34375,2211.0,86.0,0.0,42.96875,171.0,12.0,645.34375,2211.0,86.0,0.0,0.0,234.0625,362.0,174.0,0.0,4,42,11.375,0.0,1.0,7.6875,8,7.163785934448242,8.0,8,8,2.993457019329071e-05,0.1084891501814127,1.7223418597131968,0.44145566305087414,0.0,0.0,0.0,1.7223418597131968,0.0,178,2035,5.6771007645875216,9.817071259021759e-05,0.9049189072102308,0.002987876534461975,5.677525674924254,12.2861364223063,4.16729599237442e-05,0.0687267052998344,0.0504382011560024,2.654380205449322e-05,112564,12.2861364223063,4580.935622513216,
385,0.017688727006316185,0.0003674664185382426,0.0001782512445061002,0.0,-0.0006272811151575297,1.5234375,0.2495000235887178,166.34705781936646,170.1953125,172.9196014404297,5e-06,385,7,0.9121560454368591,0.9959183931350708,0.0,0.9121560454368591,0.9959183931350708,0.0,-0.00257887807674706,2.474865198135376,-0.3535521924495697,-0.00257887807674706,2.474865198135376,-0.3535521924495697,410.7734375,2995.0,69.0,0.0,27.703125,203.0,12.0,410.7734375,2995.0,69.0,0.0,0.0,261.75,456.0,177.0,0.0,4,42,7.390625,0.0,1.0,7.5625,8,7.297248840332031,8.0,8,8,3.055669367313385e-05,0.10886876657605171,1.9070100579410791,0.2734458056802396,0.0,0.0,0.0,1.9070100579410791,0.0,216,2995,6.898311402648687,9.267590939998627e-05,0.734346142038703,0.0029426272958517075,4.855224709957838,12.524632411077619,3.8856640458106995e-05,0.1311989844357764,0.05640166711148355,3.418360530943052e-05,86083,12.524632411077619,3436.5479630309337,
386,0.02271205000579357,0.0008249646634794772,-0.0008127577241339168,0.0,0.0063481398683506995,3.39453125,0.29512602615090067,166.34705781936646,170.1953125,172.7001838684082,5e-06,386,7,0.8161280751228333,0.9909999966621399,0.0,0.8161280751228333,0.9909999966621399,0.0,-0.07410329580307007,2.0580906867980957,-2.1837449073791504,-0.07410329580307007,2.0580906867980957,-2.1837449073791504,765.984375,3561.0,86.0,0.0,49.0703125,196.0,12.0,765.984375,3561.0,86.0,0.0,0.0,268.3125,527.0,178.0,0.0,4,42,11.9375,0.0625,0.9375,7.125,8,6.529024124145508,8.0,8,8,2.8699636459350586e-05,0.10314745828509331,1.9752809293568134,0.4868796686496353,0.0,0.0,0.0,1.9752809293568134,0.0,221,2253,7.017243316397071,0.003489544615149498,1.0080527439713478,0.003010183572769165,6.451830418780446,14.507499523460865,4.3937936425209045e-05,0.07157092911895509,0.04873351777914077,2.2737242788497358e-05,132390,14.507499523460865,4562.812488323882,
387,0.02937924675643444,0.0005078382964711636,-2.670077560651407e-05,0.0,0.010361552220274461,2.41015625,0.2899272111212215,166.34705781936646,170.1953125,172.44223022460938,5e-06,387,7,0.8251305818557739,0.9959183931350708,0.0,0.8251305818557739,0.9959183931350708,0.0,-0.09496288001537323,0.9354125261306763,-2.4746272563934326,-0.09496288001537323,0.9354125261306763,-2.4746272563934326,737.453125,3052.0,116.0,0.0,47.9609375,181.0,13.0,737.453125,3052.0,116.0,0.0,0.0,231.375,328.0,174.0,0.0,4,42,12.453125,0.0625,0.9375,7.0625,8,6.601043701171875,8.0,8,8,2.9316172003746033e-05,0.11604326777160168,1.8112490959465504,0.49701160001859535,0.0,0.0,0.0,1.8112490959465504,0.0,178,2453,6.229329012334347,0.00010821595788002014,0.9629082959145308,0.003059105947613716,6.109639788046479,13.330850580707192,3.668293356895447e-05,0.06599284925243497,0.049267315442677845,2.4668219882378162e-05,124010,13.330850580707192,4651.241091077526,
388,0.01446791272610426,0.0014115463418420404,0.0007574645580916695,0.0,0.007633066212292761,2.0078125,0.2813394278019175,166.34705781936646,170.1953125,172.41365814208984,5e-06,388,7,0.8861299157142639,0.9979591965675354,0.0,0.8861299157142639,0.9979591965675354,0.0,-0.048276953399181366,2.4748663902282715,-2.4733588695526123,-0.048276953399181366,2.4748663902282715,-2.4733588695526123,575.0234375,2081.0,116.0,0.0,31.9921875,174.0,12.0,575.0234375,2081.0,116.0,0.0,0.0,287.3125,477.0,178.0,0.0,4,42,8.90625,0.0,1.0,7.5625,8,7.089038848876953,8.0,8,8,3.3307820558547974e-05,0.11149125173687935,1.7308041732758284,0.32184285155381076,0.0,0.0,0.0,1.7308041732758284,0.0,266,1810,7.148941483348608,9.068287909030914e-05,0.9252100493758917,0.0030312687158584595,5.49105191975832,13.591346636414528,3.6932528018951416e-05,0.09712839807274987,0.049747251920730574,2.7462367985381816e-05,110379,13.591346636414528,4060.6351582656193,
389,0.01813882403075695,0.0009205336828017607,-0.0002146504443771846,0.0,0.005288830609060824,3.5,0.2875139157810429,166.34705781936646,170.1953125,172.5422019958496,5e-06,389,7,0.9465247988700867,0.9979591965675354,0.0,0.9465247988700867,0.9979591965675354,0.0,-0.08776921778917313,0.723330020904541,-2.4746649265289307,-0.08776921778917313,0.723330020904541,-2.4746649265289307,638.03125,3182.0,102.0,0.0,36.9921875,163.0,13.0,638.03125,3182.0,102.0,0.0,0.0,291.0625,456.0,174.0,0.0,4,42,9.390625,0.0,1.0,7.9375,8,7.572198390960693,8.0,8,8,4.310533404350281e-05,0.11313646845519543,1.570649215951562,0.37157099491741974,0.0,0.0,0.0,1.570649215951562,0.0,178,3182,8.126937432214618,0.00010276772081851959,0.9309157375246286,0.003032645210623741,5.830166161060333,14.914855606853962,3.852136433124542e-05,0.0995118948941399,0.04902430258871492,2.5500699695803548e-05,118924,14.914855606853962,3986.763369849513,
390,0.020807933062314987,0.0012825073645217344,0.00012555286025417445,0.0,0.03136592320515774,3.7734375,0.2614823621978528,166.34705781936646,170.1953125,172.69400024414062,5e-06,390,7,0.9403958916664124,0.9959183931350708,0.0,0.9403958916664124,0.9959183931350708,0.0,-0.20976829528808594,1.619294285774231,-2.4747819900512695,-0.20976829528808594,1.619294285774231,-2.4747819900512695,390.5390625,2016.0,69.0,0.0,28.234375,171.0,12.0,390.5390625,2016.0,69.0,0.0,0.0,251.8125,368.0,178.0,0.0,4,42,7.484375,0.0,1.0,7.8125,8,7.523167133331299,8.0,8,8,4.686415195465088e-05,0.11305282078683376,1.64712093770504,0.27756535964726936,0.0,0.0,0.0,1.64712093770504,0.0,178,1935,5.7214489672333,9.659677743911743e-05,0.7085544727742672,0.0030881427228450775,4.3737639635801315,10.832261811941862,3.849342465400696e-05,0.11445415925970313,0.05319521732379966,3.7559050885358695e-05,82221,10.832261811941862,3795.190765669858,
391,0.03887006267905235,0.0006294042395893484,5.2983481509727426e-05,0.0,0.0081147535238415,2.2421875,0.29580183388980114,166.34705781936646,170.1953125,172.95278549194336,5e-06,391,7,0.8108474016189575,0.996874988079071,0.0,0.8108474016189575,0.996874988079071,0.0,-0.06980755180120468,2.4748661518096924,-2.474764347076416,-0.06980755180120468,2.4748661518096924,-2.474764347076416,827.9375,2869.0,86.0,0.0,44.78125,158.0,12.0,827.9375,2869.0,86.0,0.0,0.0,260.375,473.0,160.0,0.0,4,42,13.203125,0.0625,0.9375,7.0,8,6.486780166625977,8.0,8,8,4.5901164412498474e-05,0.10702836513519287,1.6227406561374664,0.46079642527911346,0.0,0.0,0.0,1.6227406561374664,0.0,292,2711,7.399880753830075,9.174458682537079e-05,1.107953229919076,0.0030356794595718384,6.7347025871276855,15.26925252750516,4.8821792006492615e-05,0.06982600545246165,0.048345364003386015,2.1791760893957377e-05,139304,15.26925252750516,4561.585439400708,
392,0.019455930218100548,0.0004769575461978093,0.00034526032732173917,9.771269105840474e-05,0.008976701356004924,3.109375,0.29019025154532235,166.34705781936646,170.1953125,173.06189727783203,5e-06,392,7,0.8769440650939941,0.9921875,0.0,0.8769440650939941,0.9921875,0.0,-0.1331525593996048,2.4748666286468506,-2.4748260974884033,-0.1331525593996048,2.4748666286468506,-2.4748260974884033,684.8046875,2637.0,86.0,0.0,49.0234375,172.0,12.0,684.8046875,2637.0,86.0,0.0,0.0,254.5625,339.0,174.0,0.0,4,42,11.96875,0.0,1.0,7.4375,8,7.015552520751953,8.0,8,8,4.460662603378296e-05,0.10746064968407154,1.747902138158679,0.5022683352872264,0.0,0.0,0.0,1.747902138158679,0.0,331,2548,6.260785814374685,9.772740304470062e-05,0.9468594640493393,0.003050541505217552,5.91250373236835,13.14655352383852,3.9324164390563965e-05,0.07142531303832851,0.04917292835409767,2.5370649333556934e-05,120239,13.14655352383852,4573.0236362698315,
393,0.07322773337364197,0.0009374330620630644,0.0007575618588335775,0.0,0.030246764421463013,5.265625,0.2738002781648069,166.34705781936646,170.1953125,172.9186248779297,5e-06,393,7,0.9211341142654419,0.9897959232330322,0.40937501192092896,0.9211341142654419,0.9897959232330322,0.40937501192092896,-0.2697159945964813,1.4316401481628418,-1.9838826656341553,-0.2697159945964813,1.4316401481628418,-1.9838826656341553,512.3359375,3588.0,102.0,0.0,35.234375,601.0,13.0,512.3359375,3588.0,102.0,0.0,0.0,267.6875,559.0,173.0,0.0,4,42,8.515625,0.0,1.0,8.0,8,7.369072914123535,8.0,8,8,4.3544918298721313e-05,0.1076261643320322,5.085583031177521,0.34697841190791223,0.0,0.0,0.0,5.085583031177521,0.0,178,3588,10.275172900408506,8.256547152996063e-05,0.8158772066235542,0.0029833856970071793,5.131276795640588,16.289905980229378,3.861822187900543e-05,0.15668389119090725,0.05139345568182634,2.9880769778624234e-05,99843,16.289905980229378,3064.5664904750456,
394,0.009239383041858673,0.00027264402888249606,-0.00024374149575123738,0.0,0.0033899935078807175,3.8828125,0.26328940988574123,166.34705781936646,170.1953125,172.91048431396484,5e-06,394,7,0.9220519065856934,0.9918367266654968,0.831250011920929,0.9220519065856934,0.9918367266654968,0.831250011920929,-0.021305175498127937,2.4743895530700684,-1.207532286643982,-0.021305175498127937,2.4743895530700684,-1.207532286643982,378.5625,1363.0,116.0,0.0,23.328125,95.0,12.0,378.5625,1363.0,116.0,0.0,0.0,267.25,482.0,174.0,0.0,4,22,6.6875,0.0,1.0,8.0,8,7.376415252685547,8.0,8,8,4.320405423641205e-05,0.10612437315285206,0.9130835346877575,0.23149259900674224,0.0,0.0,0.0,0.9130835346877575,0.0,178,1363,5.368240259587765,0.00010319612920284271,0.7096535731106997,0.002971513196825981,4.3267655204981565,10.431614076718688,3.789365291595459e-05,0.11078587294840195,0.052341593928410875,3.594688373204758e-05,82664,10.431614076718688,3962.186455137839,
395,0.02512972429394722,0.0006163110592751764,0.00013020119604334468,0.0,0.0021445532329380512,2.328125,0.27283306820947223,166.34705781936646,170.1953125,172.7308235168457,5e-06,395,7,0.8615148067474365,0.995312511920929,0.0,0.8615148067474365,0.995312511920929,0.0,-0.009216604754328728,2.4746272563934326,-0.3535155951976776,-0.009216604754328728,2.4746272563934326,-0.3535155951976776,488.09375,2638.0,116.0,0.0,34.8828125,164.0,12.0,488.09375,2638.0,116.0,0.0,0.0,237.3125,430.0,174.0,0.0,4,42,9.375,0.0625,0.9375,7.5,8,6.89211893081665,8.0,8,8,4.3878331780433655e-05,0.11170985735952854,1.718732975423336,0.35350052117428277,0.0,0.0,0.0,1.718732975423336,0.0,222,2408,5.6009218245744705,0.0001011136919260025,0.7751366496086121,0.0030192360281944275,4.797811994329095,11.201154926791787,3.7437304854393005e-05,0.08964917447619039,0.05167160636635824,3.251665045658066e-05,92852,11.201154926791787,4144.751171056005,
396,0.02502005733549595,0.0008583294984418899,-0.00016317542940669227,0.0,0.00721074064495042,2.6875,0.28436315490188013,166.34705781936646,170.1953125,172.61599731445312,5e-06,396,7,0.860072672367096,0.9937499761581421,0.0,0.860072672367096,0.9937499761581421,0.0,-0.07106469571590424,1.2062596082687378,-1.7928462028503418,-0.07106469571590424,1.2062596082687378,-1.7928462028503418,588.734375,2108.0,86.0,0.0,40.765625,166.0,12.0,588.734375,2108.0,86.0,0.0,0.0,280.6875,500.0,174.0,0.0,4,42,11.28125,0.0625,0.9375,7.3125,8,6.880581855773926,8.0,8,8,4.1989609599113464e-05,0.10725078731775284,1.6880496889352798,0.4098644686600892,0.0,0.0,0.0,1.6880496889352798,0.0,222,2108,6.893913185223937,0.00012484751641750336,0.8718618880957365,0.003091065213084221,5.497280798852444,13.292425397783518,3.70517373085022e-05,0.09148216758969104,0.04939777509167769,2.7775867701995048e-05,111286,13.292425397783518,4186.068255781097,
397,0.04271545633673668,0.0007937528644106351,-0.00019695405899256002,0.0,-0.0023522611299995333,3.1328125,0.28940089822822895,166.34705781936646,170.1953125,172.81826400756836,5e-06,397,7,0.9223182201385498,1.4968750476837158,0.0031250000465661287,0.9223182201385498,1.4968750476837158,0.0031250000465661287,0.006359053310006857,1.9614959955215454,-2.4745616912841797,0.006359053310006857,1.9614959955215454,-2.4745616912841797,720.828125,3783.0,154.0,0.0,40.734375,352.0,12.0,720.828125,3783.0,154.0,0.0,0.0,259.0,472.0,174.0,0.0,4,42,9.96875,0.0,1.0,8.0,8,7.378545761108398,8.0,8,8,4.470348358154297e-05,0.1142166256904602,3.1736612990498543,0.3979709064878989,0.0,0.0,0.0,3.1736612990498543,0.0,174,3783,8.664349095895886,0.00012609921395778656,0.9810276683419943,0.0031402762979269028,6.1781583447009325,15.852893762290478,3.646872937679291e-05,0.09390619617080925,0.0492605395134744,2.5038481700608387e-05,125418,15.852893762290478,3955.681589765451,
398,0.11605583131313324,0.00037132178113097325,-0.00032798160100355744,0.0,0.0007285007668542676,0.888671875,0.26597129328393254,166.34705781936646,170.1953125,173.1959991455078,5e-06,398,7,0.9274654388427734,0.9959183931350708,0.0,0.9274654388427734,0.9959183931350708,0.0,-0.011364488862454891,0.7318395972251892,-1.2075196504592896,-0.011364488862454891,0.7318395972251892,-1.2075196504592896,403.8046875,1203.0,102.0,0.0,30.3515625,233.0,12.0,403.8046875,1203.0,102.0,0.0,0.0,259.75,482.0,160.0,0.0,4,42,8.640625,0.0,1.0,7.8125,8,7.419724464416504,8.0,8,8,4.8803165555000305e-05,0.1106012761592865,2.0981463007628918,0.3062435419706162,0.0,0.0,0.0,2.0981463007628918,0.0,160,567,5.43184913136065,9.984523057937622e-05,0.7961309645324945,0.00302065908908844,4.415221454575658,10.671216836199164,3.78582626581192e-05,0.10509120535841991,0.051983533932720996,3.556436203082875e-05,84935,10.671216836199164,3979.6305006136413,
