step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
84,0.19079111516475677,0.0,-0.00011138125842080626,0.0,0.0,0.0,0.3317715976951918,226.86913394927979,232.8515625,139.67405319213867,5e-06,84,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.9375,6024.0,207.0,0.0,1579.9375,6024.0,207.0,0.0,0.0,926.25,1212.0,779.0,0.0,6,52,18.34375,0.0,1.0,8.0,8,8.0,8.0,8,8,3.0662864446640015e-05,2.226346442475915,54.547318613156676,16.34424889818183,0.0,0.0,0.0,54.547318613156676,0.0,964,5978,56.819158433005214,9.13962721824646e-05,2.4609668385237455,0.0037047192454338074,14.829223169013858,74.14148055575788,4.0028244256973267e-05,0.2809602754905515,0.04622691079894093,1.154866469685593e-05,320792,74.14148055575788,2163.3773536444914,,,,,,,
85,0.21603994071483612,0.00020401020447025076,1.917642885018722e-05,0.0,0.0020494137424975634,0.10693359375,0.33403093459567856,226.86913394927979,232.8515625,139.10216522216797,5e-06,85,3,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.015616164542734623,0.35355237126350403,-2.4748666286468506,-0.015616164542734623,0.35355237126350403,-2.4748666286468506,1748.375,8192.0,213.0,0.0078125,1748.375,8192.0,213.0,0.0078125,0.0,954.0,1357.0,789.0,0.0,6,62,18.3046875,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,5.7913362979888916e-05,2.329549180343747,75.30819249339402,17.94173103533103,0.0,0.0,0.0,75.30819249339402,0.0,1357,8192,77.61861374229193,0.00010065175592899323,2.638974219560623,0.0036998260766267776,16.29194994457066,96.57899264805019,4.038028419017792e-05,0.34683372838301607,0.04709962863849698,1.069610665568128e-05,345904,96.57899264805019,1790.7828116437875,,,,,,,
86,0.20528973639011383,0.00015739022182970075,4.314880322908721e-05,0.0,0.008980677754152566,0.18603515625,0.33110664361283615,226.86913394927979,232.8515625,139.41399383544922,5e-06,86,3,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.06689134240150452,0.35355237126350403,-2.4748666286468506,-0.06689134240150452,0.35355237126350403,-2.4748666286468506,1615.046875,8187.0,217.0,0.0,1615.046875,8187.0,217.0,0.0,0.0,968.5,1206.0,786.0,0.0,6,62,18.40625,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,3.248825669288635e-05,2.3256666641682386,73.08044103719294,16.470885465911124,0.0,0.0,0.0,73.08044103719294,0.0,1206,8187,75.39209900423884,0.00011792033910751343,2.532747283577919,0.003770137205719948,15.538576070219278,93.49531119689345,4.484318196773529e-05,0.36469577607189635,0.04698777743236732,1.1400682218969645e-05,330694,93.49531119689345,1768.5057986682646,,,,,,,
87,0.22579310834407806,0.0010405757930129766,-8.894107963897113e-06,1.2656946637434885e-06,0.008686388871865347,0.2607421875,0.3318174413829253,226.86913394927979,232.8515625,139.71789169311523,5e-06,87,3,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.08953782916069031,0.7245674133300781,-2.4748666286468506,-0.08953782916069031,0.7245674133300781,-2.4748666286468506,2100.1328125,8192.0,255.0,0.0234375,2100.1328125,8192.0,255.0,0.0234375,0.0,978.75,1141.0,819.0,0.0,6,62,23.0859375,0.0625,0.9375,7.125,8,7.125,8.0,8,8,2.8830021619796753e-05,2.8689029552042484,79.95901915431023,21.42312281865452,0.0,0.0,0.0,79.95901915431023,0.0,819,8192,82.29980331659317,0.00010540708899497986,2.9910235218703747,0.003853732720017433,19.105411859229207,104.42726015299559,4.1961669921875e-05,0.3061555010159074,0.04847895786882216,9.778640081039524e-06,394097,104.42726015299559,1886.9450343837973,,,,,,,
88,0.22996965050697327,0.0010532224841881543,-4.650633127312176e-05,0.0,0.017611366929486394,0.283203125,0.32963485526597025,226.86913394927979,232.8515625,139.56383895874023,5e-06,88,3,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.12156424671411514,1.6201815605163574,-2.4748666286468506,-0.12156424671411514,1.6201815605163574,-2.4748666286468506,2028.90625,8192.0,275.0,0.015625,2028.90625,8192.0,275.0,0.015625,0.0,940.9375,1132.0,786.0,0.0,6,62,20.90625,0.0,1.0,7.375,8,7.375,8.0,8,8,3.0467286705970764e-05,3.005435785278678,76.38448380492628,20.617526803878718,0.0,0.0,0.0,76.38448380492628,0.0,1132,8192,78.71337588876486,9.597651660442352e-05,2.879920234903693,0.004959218204021454,18.563358046114445,100.20776735059917,3.9888545870780945e-05,0.3030934766606271,0.04883295113935509,1.3045767885572299e-05,380140,100.20776735059917,1896.7591537589876,,,,,,,
89,0.19457100331783295,0.0007623597157362383,-2.9169683330110274e-05,0.0,0.015074197493959218,0.2685546875,0.3313706605955712,226.86913394927979,232.8515625,139.9625015258789,5e-06,89,3,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.1257944256067276,0.35355237126350403,-2.4748666286468506,-0.1257944256067276,0.35355237126350403,-2.4748666286468506,2015.6640625,8102.0,313.0,0.0,2015.6640625,8102.0,313.0,0.0,0.0,980.125,1096.0,817.0,0.0,8,62,22.28125,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.14563512802124e-05,3.399750167503953,68.71260905452073,21.332680578547297,0.0,0.0,0.0,68.71260905452073,0.0,1058,8102,71.04462619125843,8.916109800338745e-05,2.8702220506966114,0.003782607614994049,17.969892548397183,91.91482310369611,3.744475543498993e-05,0.27536143172131716,0.04686237335321502,9.864386769434307e-06,383461,91.91482310369611,2085.958428965198,,,,,,,
90,0.1956259161233902,0.0004202524942229502,3.687989737954922e-05,0.0,0.003889259649440646,0.18359375,0.3286460064728729,226.86913394927979,232.8515625,139.72867965698242,5e-06,90,3,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.02728431113064289,0.7245674133300781,-1.20761239528656,-0.02728431113064289,0.7245674133300781,-1.20761239528656,1454.953125,6386.0,238.0,0.0,1454.953125,6386.0,238.0,0.0,0.0,988.875,1086.0,787.0,0.0,6,62,16.84375,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.06740403175354e-05,2.6141351871192455,57.217384254559875,15.27948807652865,0.0,0.0,0.0,57.217384254559875,0.0,1012,6386,59.50684151239693,0.0001020524650812149,2.4168754685670137,0.006987744942307472,14.512940326705575,76.46983164735138,3.970228135585785e-05,0.31952726952327143,0.046395384823712714,2.233862390047464e-05,312810,76.46983164735138,2045.3163898840264,,,,,,,
91,0.20897847414016724,0.0005527043977053836,-1.5339244285428322e-05,0.0,0.013212813006248325,0.2412109375,0.3285800299212439,226.86913394927979,232.8515625,139.81806182861328,5e-06,91,3,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.11073295772075653,0.935412585735321,-2.4748666286468506,-0.11073295772075653,0.935412585735321,-2.4748666286468506,1591.3125,7961.0,216.0,0.0,1591.3125,7961.0,216.0,0.0,0.0,968.0,1099.0,781.0,0.0,6,62,19.203125,0.0625,0.9375,7.1875,8,7.1875,8.0,8,8,2.9537826776504517e-05,2.383602173998952,71.26193436048925,16.053839665531996,0.0,0.0,0.0,71.26193436048925,0.0,972,7961,73.58138666860759,0.00010459497570991516,2.5306864585727453,0.003740621730685234,15.559582065790892,91.70110541582108,3.8271769881248474e-05,0.36124556512218486,0.04749683162528661,1.1418538092154979e-05,327592,91.70110541582108,1786.1943894488809,,,,,,,
92,0.19030465185642242,0.0006600935303140432,6.114832785897306e-06,1.4646949466623482e-06,0.017298108257818967,0.21630859375,0.32845780687359993,226.86913394927979,232.8515625,139.38859176635742,5e-06,92,3,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.11243846267461777,0.7245674133300781,-2.4748666286468506,-0.11243846267461777,0.7245674133300781,-2.4748666286468506,1753.6328125,7257.0,241.0,0.0,1753.6328125,7257.0,241.0,0.0,0.0,909.5625,1053.0,783.0,0.0,6,62,20.65625,0.0,1.0,7.625,8,7.625,8.0,8,8,2.8286129236221313e-05,2.611600359901786,64.62080876715481,18.07808262652543,0.0,0.0,0.0,64.62080876715481,0.0,995,7257,66.97920514456928,0.00010180100798606873,2.590798916295171,0.0038648638874292374,16.118121445178986,85.74014746956527,3.672763705253601e-05,0.29839487289586025,0.04728260942764063,1.1337602232483998e-05,340889,85.74014746956527,1987.9193706833987,,,,,,,
93,0.19410286843776703,0.0006441148307203548,3.70616407963098e-05,0.0,0.0137136215926148,0.2978515625,0.32364054305492507,226.86913394927979,232.8515625,139.20257568359375,5e-06,93,4,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.11021822690963745,0.35355237126350403,-2.4748666286468506,-0.11021822690963745,0.35355237126350403,-2.4748666286468506,1449.046875,6922.0,221.0,0.0,1449.046875,6922.0,221.0,0.0,0.0,987.125,1091.0,797.0,0.0,6,62,17.078125,0.0,1.0,7.875,8,7.875,8.0,8,8,0.0001481417566537857,2.4136183634400368,60.36107578501105,15.178300507031963,0.0,0.0,0.0,60.36107578501105,0.0,977,6922,62.70890676788986,0.00015833042562007904,2.4235208984464407,0.004139494150876999,14.637361163273454,79.82864077202976,4.1754916310310364e-05,0.3380935030995043,0.04694019550163055,1.3274842545223355e-05,311830,79.82864077202976,1953.121066476047,,,,,,,
94,0.23229676485061646,0.0004648434041882865,-5.563350759985042e-05,0.0,0.0067517709685489535,0.16455078125,0.33744175190218595,226.86913394927979,232.8515625,139.9250373840332,5e-06,94,4,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.04795857518911362,1.20761239528656,-2.4748666286468506,-0.04795857518911362,1.20761239528656,-2.4748666286468506,2501.4140625,8192.0,314.0,0.0078125,2501.4140625,8192.0,314.0,0.0078125,0.0,973.5625,1357.0,784.0,0.0,6,62,25.6171875,0.125,0.875,6.625,8,6.625,8.0,8,8,6.128288805484772e-05,3.7997599095106125,79.5916844792664,26.307343613851117,0.0,0.0,0.0,79.5916844792664,0.0,867,8192,81.94784100912511,0.00011635199189186096,3.426158567890525,0.0038825906813144684,21.92652551457286,107.3476034924388,5.338527262210846e-05,0.2559422358263767,0.0492955786899931,8.72890482920179e-06,444797,107.3476034924388,2071.7602700433363,,,,,,,
95,0.21712614595890045,0.0008085101144388318,0.0001822430137963238,0.0,0.008445970248430967,0.2548828125,0.3279505145107201,226.86913394927979,232.8515625,141.46733856201172,5e-06,95,4,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.05176738649606705,0.5400605201721191,-2.4748666286468506,-0.05176738649606705,0.5400605201721191,-2.4748666286468506,1675.5234375,7050.0,264.0,0.0,1675.5234375,7050.0,264.0,0.0,0.0,942.5,1092.0,783.0,0.0,6,62,18.609375,0.0,1.0,7.8125,8,7.8125,8.0,8,8,5.589425563812256e-05,3.045795666053891,61.78032457083464,17.46660142346809,0.0,0.0,0.0,61.78032457083464,0.0,819,6540,64.05920946970582,0.0001150127500295639,2.5531748831272125,0.003836939111351967,15.69790112785995,82.34085109643638,4.050508141517639e-05,0.29869028554372384,0.04684444409654215,1.1449892456295949e-05,335107,82.34085109643638,2034.8769507345003,,,,,,,
96,0.21734075248241425,0.0010898261243710294,0.0001833939545576868,0.0,0.01792334229685366,0.3115234375,0.33020696758357515,226.86913394927979,232.8515625,141.58338928222656,5e-06,96,4,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.11320283263921738,0.5400605201721191,-2.4748666286468506,-0.11320283263921738,0.5400605201721191,-2.4748666286468506,1973.3046875,8192.0,254.0,0.015625,1973.3046875,8192.0,254.0,0.015625,0.0,951.0,1215.0,781.0,0.0,6,62,21.15625,0.0,1.0,7.75,8,7.75,8.0,8,8,3.816932439804077e-05,2.8216510508209467,77.62486367300153,20.419502086064313,0.0,0.0,0.0,77.62486367300153,0.0,1215,8192,79.99825624004006,9.837746620178223e-05,2.834432128816843,0.0037197601050138474,18.034378223121166,100.89639106020331,3.705546259880066e-05,0.3167206670284226,0.048180198346084314,9.937618998677163e-06,374311,100.89639106020331,1854.9275948663735,,,,,,,
97,0.21926172077655792,0.0008543829062546138,-1.4958841347834095e-05,1.3150972790754167e-06,0.0159138359449571,0.2548828125,0.3305885436198778,226.86913394927979,232.8515625,141.71771240234375,5e-06,97,4,0.9609375,1.0,0.0,0.9609375,1.0,0.0,-0.13372564315795898,0.5400605201721191,-2.4748666286468506,-0.13372564315795898,0.5400605201721191,-2.4748666286468506,1817.625,8148.0,194.0,0.0,1817.625,8148.0,194.0,0.0,0.0,953.375,1099.0,779.0,0.0,6,62,19.609375,0.0,1.0,7.6875,8,7.6875,8.0,8,8,3.535859286785126e-05,2.113848639652133,72.4870135858655,18.71058719328721,0.0,0.0,0.0,72.4870135858655,0.0,995,8148,74.80990650132298,0.0001019798219203949,2.7017321828752756,0.003818472847342491,17.071761706843972,94.61963176727295,3.596395254135132e-05,0.3215472908556968,0.048131771322525635,1.0765723247875573e-05,354688,94.61963176727295,1874.2833457246636,,,,,,,
98,0.1794358342885971,0.0007810347888153046,-3.7408816638162534e-05,0.0,0.0094326997641474,0.2802734375,0.32525688431860644,226.86913394927979,232.8515625,141.12334442138672,5e-06,98,4,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.06574316322803497,0.35355237126350403,-2.4748666286468506,-0.06574316322803497,0.35355237126350403,-2.4748666286468506,1393.734375,6430.0,217.0,0.0,1393.734375,6430.0,217.0,0.0,0.0,937.5625,1204.0,789.0,0.0,6,62,16.546875,0.0,1.0,7.875,8,7.875,8.0,8,8,3.359466791152954e-05,2.3404994048178196,57.51654951274395,14.27176554952166,0.0,0.0,0.0,57.51654951274395,0.0,986,6357,59.859946912154555,0.00010067969560623169,2.342666769400239,0.004179643467068672,14.011577507480979,76.27180935628712,3.606453537940979e-05,0.33554158069123285,0.046954744567739855,1.4006566446615256e-05,298406,76.27180935628712,1956.2011345899864,,,,,,,
99,0.18141081929206848,0.0005300736156641506,1.1113412256236188e-05,0.0,0.004986977321095765,0.25732421875,0.31797862958562995,226.86913394927979,232.8515625,141.52441787719727,5e-06,99,4,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.03487319499254227,0.35355237126350403,-2.4748666286468506,-0.03487319499254227,0.35355237126350403,-2.4748666286468506,1279.984375,6551.0,319.0,0.0,1279.984375,6551.0,319.0,0.0,0.0,957.9375,1154.0,784.0,0.0,6,62,15.78125,0.0,1.0,7.9375,8,7.9375,8.0,8,8,3.271549940109253e-05,3.4960762541741133,57.41696212626994,13.392842753150035,0.0,0.0,0.0,57.41696212626994,0.0,1154,6551,59.66972801275551,0.00011478550732135773,2.2262723427265882,0.004051584750413895,13.478535432368517,75.41697837226093,3.821030259132385e-05,0.364199563060801,0.04705305365737088,1.4143927996864748e-05,286454,75.41697837226093,1899.1346920984604,,,,,,,
100,0.1808030605316162,0.0005923619246459566,-9.125009819399565e-05,0.0,0.009506986010819674,0.2314453125,0.3272037597977298,226.86913394927979,232.8515625,140.8389434814453,5e-06,100,4,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.06864605098962784,0.35355237126350403,-2.4748666286468506,-0.06864605098962784,0.35355237126350403,-2.4748666286468506,1622.4765625,7497.0,215.0,0.0,1622.4765625,7497.0,215.0,0.0,0.0,944.4375,1099.0,785.0,0.0,6,62,19.390625,0.0,1.0,7.875,8,7.875,8.0,8,8,5.515851080417633e-05,2.3231110237538815,64.57310095615685,16.704703936513397,0.0,0.0,0.0,64.57310095615685,0.0,888,7497,66.8398358002305,9.762309491634369e-05,2.5219699684530497,0.003984594717621803,15.431500082835555,84.83759153448045,5.833059549331665e-05,0.3218451528105207,0.04696635394164185,1.2127264674027372e-05,328565,84.83759153448045,1936.4352173202706,,,,,,,
101,0.19017556309700012,0.000899056456546532,1.1343843084432592e-05,0.0,0.007899056596215814,0.298828125,0.3268248142795943,226.86913394927979,232.8515625,141.34199142456055,5e-06,101,4,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.07131840288639069,0.35355237126350403,-2.4748666286468506,-0.07131840288639069,0.35355237126350403,-2.4748666286468506,1607.515625,6755.0,219.0,0.0,1607.515625,6755.0,219.0,0.0,0.0,956.75,1104.0,826.0,0.0,6,62,18.640625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.0431896448135376e-05,2.439797608181834,61.13310601375997,16.935405888274545,0.0,0.0,0.0,61.13310601375997,0.0,905,6755,63.389645824208856,0.00010208040475845337,2.491062643006444,0.0037027522921562195,15.34950390458107,81.26288495212793,3.8800761103630066e-05,0.30807265590443744,0.046765045744642623,1.1281105982329918e-05,328226,81.26288495212793,2019.5320421700408,,,,,,,
102,0.18639890849590302,0.0003279918419138994,0.00011770816661282879,0.0,0.0008584862225688994,0.1552734375,0.3340419218017309,226.86913394927979,232.8515625,141.21220779418945,5e-06,102,4,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.008658051490783691,2.4748666286468506,-0.35355237126350403,-0.008658051490783691,2.4748666286468506,-0.35355237126350403,1829.640625,7131.0,366.0,0.0,1829.640625,7131.0,366.0,0.0,0.0,1002.25,1141.0,867.0,0.0,8,62,21.921875,0.0,1.0,7.5625,8,7.5625,8.0,8,8,5.33033162355423e-05,4.067504508420825,65.17345437407494,18.911064671367058,0.0,0.0,0.0,65.17345437407494,0.0,1141,7131,67.45540402084589,9.758025407791138e-05,2.7106133345514536,0.0037951767444610596,16.780805103480816,86.97724689356983,3.580749034881592e-05,0.2880321614594989,0.04629417489276934,1.0469972976481755e-05,362482,86.97724689356983,2083.774854609695,,,,,,,
103,0.19714520871639252,0.0007444624061463401,-1.0298208508174866e-08,0.0,0.010440031182952225,0.2939453125,0.3260918426215672,226.86913394927979,232.8515625,141.38014221191406,5e-06,103,4,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.07916256040334702,0.935412585735321,-1.6201815605163574,-0.07916256040334702,0.935412585735321,-1.6201815605163574,1557.4765625,7313.0,215.0,0.0,1557.4765625,7313.0,215.0,0.0,0.0,945.3125,1109.0,783.0,0.0,6,62,18.015625,0.0,1.0,7.625,8,7.625,8.0,8,8,3.0763447284698486e-05,2.3436255399137735,66.00879239290953,16.0631093566044,0.0,0.0,0.0,66.00879239290953,0.0,1109,7313,68.36748876608908,0.00012573227286338806,2.4656433034688234,0.0037363767623901367,15.225079201161861,86.09107434749603,4.2319297790527344e-05,0.3429399959173196,0.04752535203276926,1.1663165663276085e-05,320357,86.09107434749603,1860.5703461599187,,,,,,,
104,0.18601807951927185,0.0,-7.158242397053982e-05,0.0,0.0,0.0,0.32793857448375513,226.86913394927979,232.8515625,140.68091201782227,5e-06,104,4,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.9453125,6952.0,222.0,0.0,1204.9453125,6952.0,222.0,0.0,0.0,913.3125,1255.0,783.0,0.0,6,62,15.21875,0.0625,0.9375,7.5,8,7.5,8.0,8,8,2.8243288397789e-05,2.4161319714039564,59.753762828186154,12.108057634715806,0.0,0.0,0.0,59.753762828186154,0.0,1255,6952,61.98235094174743,9.66433435678482e-05,2.1429030280560255,0.003608863800764084,12.614015696570277,76.78296159766614,3.7940219044685364e-05,0.4018747670196873,0.04652266454438265,1.3310111865086963e-05,271137,76.78296159766614,1765.606550973682,,,,,,,
105,0.18469585478305817,0.0,6.636213947786018e-05,0.0,0.0,0.0,0.3224304685195205,226.86913394927979,232.8515625,141.02021408081055,5e-06,105,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.8515625,6704.0,231.0,0.0,1137.8515625,6704.0,231.0,0.0,0.0,929.125,1107.0,780.0,0.0,6,52,13.640625,0.0,1.0,8.0,8,8.0,8.0,8,8,3.275834023952484e-05,2.5116205140948296,57.69169254973531,11.925529872823972,0.0,0.0,0.0,57.69169254973531,0.0,1049,6704,59.95692182146013,9.416043758392334e-05,2.0762176290154457,0.003911493346095085,12.171212950721383,74.2356751486659,3.662519156932831e-05,0.41166481390682913,0.046003231436017214,1.4784174296300397e-05,264573,74.2356751486659,1781.9801562399791,,,,,,,
106,0.207478329539299,0.0007926780090201646,-6.6439238253224175e-06,1.1727179298759438e-06,0.008710468508070335,0.2138671875,0.32761064612092916,226.86913394927979,232.8515625,141.812255859375,5e-06,106,4,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.059777405112981796,1.6201815605163574,-1.20761239528656,-0.059777405112981796,1.6201815605163574,-1.20761239528656,2093.0703125,8192.0,222.0,0.0078125,2093.0703125,8192.0,222.0,0.0078125,0.0,977.4375,1260.0,819.0,0.0,6,62,23.5234375,0.0,1.0,7.1875,8,7.1875,8.0,8,8,2.9053539037704468e-05,2.4047355484217405,75.00775148905814,21.638009451213293,0.0,0.0,0.0,75.00775148905814,0.0,1260,8192,77.30441297218204,9.176507592201233e-05,3.2128844000399113,0.003803649917244911,19.383673816919327,99.93249161913991,3.781728446483612e-05,0.2885429709352739,0.04931918788097278,9.677882875758313e-06,393025,99.93249161913991,1966.4525202568077,,,,,,,
107,0.17795886099338531,0.00030170496938808355,-3.0923119993531145e-05,0.0,0.013501253793947399,0.25537109375,0.31908076662350965,226.86913394927979,232.8515625,142.02313995361328,5e-06,107,4,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.09944508224725723,0.35355237126350403,-2.4748666286468506,-0.09944508224725723,0.35355237126350403,-2.4748666286468506,1254.0859375,8192.0,212.0,0.0078125,1254.0859375,8192.0,212.0,0.0078125,0.0,885.0625,1057.0,781.0,0.0,6,55,15.7265625,0.0,1.0,7.9375,8,7.9375,8.0,8,8,3.1247735023498535e-05,2.2816375605762005,74.47953962534666,13.242725256335689,0.0,0.0,0.0,74.47953962534666,0.0,861,8192,76.81459715776145,0.00011789239943027496,2.1500253807753325,0.0037917234003543854,12.795056642964482,91.79282067343593,3.9985403418540955e-05,0.47852704695128706,0.04672952015428337,1.384795862969123e-05,273811,91.79282067343593,1491.4619574340993,,,,,,,
108,0.2021721750497818,0.0006958800804568455,7.456188882315473e-05,0.0,0.008301296315039508,0.21728515625,0.3297913265385647,226.86913394927979,232.8515625,141.23550415039062,5e-06,108,4,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.05365096032619476,0.935412585735321,-1.20761239528656,-0.05365096032619476,0.935412585735321,-1.20761239528656,1695.203125,7790.0,218.0,0.0,1695.203125,7790.0,218.0,0.0,0.0,938.1875,1197.0,781.0,0.0,6,62,19.984375,0.0625,0.9375,7.0625,8,7.0625,8.0,8,8,5.570054054260254e-05,2.3582639154046774,68.65842921286821,16.814330030130805,0.0,0.0,0.0,68.65842921286821,0.0,1194,7790,70.93071665801108,8.777529001235962e-05,2.645805034786463,0.0037676356732845306,16.263360569253564,89.86968120373785,3.584474325180054e-05,0.32689075174440324,0.04824863551995575,1.1177473413210543e-05,337074,89.86968120373785,1875.3488133325015,,,,,,,
109,0.2073317915201187,0.0011955849031437538,3.12183177584302e-05,0.0,0.012810100917704403,0.2841796875,0.3312627621746157,226.86913394927979,232.8515625,141.67434692382812,5e-06,109,4,0.84375,1.0,0.0,0.84375,1.0,0.0,-0.09773764759302139,2.4748666286468506,-2.4748666286468506,-0.09773764759302139,2.4748666286468506,-2.4748666286468506,2517.046875,8192.0,512.0,0.0078125,2517.046875,8192.0,512.0,0.0078125,0.0,1006.875,1096.0,891.0,0.0,8,62,27.7890625,0.0,1.0,6.75,8,6.75,8.0,8,8,3.1284987926483154e-05,5.830459652468562,78.98935637623072,26.571930599719053,0.0,0.0,0.0,78.98935637623072,0.0,891,8192,81.18790202401578,9.729713201522827e-05,3.3669843655079603,0.00386679545044899,21.992317989468575,106.58350675739348,3.852322697639465e-05,0.25199391034885804,0.04875675182007922,8.572647331074198e-06,451062,106.58350675739348,2116.002811892426,,,,,,,
110,0.19237715005874634,0.0009705379634397104,8.684361625910242e-05,1.7335589745925972e-06,0.034221906564198434,0.3642578125,0.3246596255303499,226.86913394927979,232.8515625,141.94005966186523,5e-06,110,4,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.21870604157447815,1.20761239528656,-2.4748666286468506,-0.21870604157447815,1.20761239528656,-2.4748666286468506,1513.4609375,7154.0,250.0,0.0,1513.4609375,7154.0,250.0,0.0,0.0,942.75,1132.0,788.0,0.0,6,62,17.84375,0.0,1.0,7.4375,8,7.4375,8.0,8,8,4.972144961357117e-05,2.7895445208996534,60.80607774108648,15.126138710809755,0.0,0.0,0.0,60.80607774108648,0.0,989,7093,63.05762441456318,8.751079440116882e-05,2.4198417365550995,0.0037587396800518036,15.00754621066153,80.51688704453409,3.939308226108551e-05,0.3255040672225971,0.047734684745818254,1.195546901207654e-05,314395,80.51688704453409,1952.3544161990972,,,,,,,
111,0.17915908992290497,0.0005876612121937796,5.345922653532398e-05,0.0,0.014128333888947964,0.2861328125,0.3231651769767913,226.86913394927979,232.8515625,141.01134872436523,5e-06,111,4,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.10781975090503693,0.35355237126350403,-2.4748666286468506,-0.10781975090503693,0.35355237126350403,-2.4748666286468506,1428.4921875,7935.0,198.0,0.0,1428.4921875,7935.0,198.0,0.0,0.0,965.0625,1223.0,787.0,0.0,6,62,17.0,0.0,1.0,7.875,8,7.875,8.0,8,8,2.9884278774261475e-05,2.1039423439651728,66.3761477060616,15.021294819860486,0.0,0.0,0.0,66.3761477060616,0.0,1060,7935,68.58090030401945,0.00010533444583415985,2.373689219355583,0.0037074293941259384,14.268416680395603,85.27001847699285,3.5936012864112854e-05,0.37507260334607323,0.04657173947089548,1.2100952734805185e-05,306375,85.27001847699285,1796.4989657101146,,,,,,,
