step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
903,0.0702381357550621,0.0013349636374186957,-0.00022738424672752444,1.1805699273281789e-05,-0.0008050745527725667,0.9765625,0.307345568963127,219.47975540161133,224.244140625,184.08841705322266,5e-06,903,2,0.9375,1.0,0.0,0.9375,1.0,0.0,-0.1550404280424118,1.6201815605163574,-2.4748666286468506,-0.1550404280424118,1.6201815605163574,-2.4748666286468506,813.1875,8192.0,101.0,0.0078125,813.1875,8192.0,101.0,0.0078125,0.0,1305.25,1992.0,783.0,0.0,3,62,11.8984375,0.0,1.0,7.5,8,7.5,8.0,8,8,2.7200207114219666e-05,1.0561049710959196,68.47312444262207,7.400139675432001,0.0,0.0,0.0,68.47312444262207,0.0,985,8192,70.79873601160944,9.440630674362183e-05,2.291651364415884,0.003802446648478508,13.294108597561717,86.4153010994196,3.9944425225257874e-05,0.6801815388095596,1.4022889247966175e-05,0.04902680556705162,271160,86.4153010994196,1568.9351107394407,,,,,,,
904,0.08397640287876129,0.0015215180974337272,0.00019356254981062193,8.276654853034415e-06,0.013793211721349508,0.94140625,0.3010294517500195,219.47975540161133,224.244140625,185.0419578552246,5e-06,904,2,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.3566954433917999,1.20761239528656,-2.4748666286468506,-0.3566954433917999,1.20761239528656,-2.4748666286468506,580.984375,4163.0,87.0,0.0,580.984375,4163.0,87.0,0.0,0.0,1288.625,2026.0,788.0,0.0,3,62,10.484375,0.25,0.75,5.5,8,5.5,8.0,8,8,5.52590936422348e-05,0.9519054181873798,33.93620023317635,5.273312932273257,0.0,0.0,0.0,33.93620023317635,0.0,1081,4139,36.20352743007243,9.934231638908386e-05,2.0544419530779123,0.0038224440068006516,11.624143037945032,49.913067447021604,4.379451274871826e-05,0.4868290271101367,1.5972771747108987e-05,0.04857357836256334,239310,49.913067447021604,2397.2680125701236,,,,,,,
905,0.0664135068655014,0.0006678498266410315,0.00032137726975633996,0.0,0.006141412552096881,0.921875,0.28783033527528035,219.47975540161133,224.244140625,185.80520248413086,5e-06,905,2,0.609375,1.0,0.0,0.609375,1.0,0.0,-0.09142716974020004,0.5400605201721191,-1.6201815605163574,-0.09142716974020004,0.5400605201721191,-1.6201815605163574,410.8046875,3209.0,98.0,0.0,410.8046875,3209.0,98.0,0.0,0.0,1211.1875,1936.0,874.0,0.0,3,62,8.21875,0.375,0.625,4.875,8,4.875,8.0,8,8,2.705119550228119e-05,1.1194362491369247,22.824113922193646,3.986467347465805,0.0,0.0,0.0,22.824113922193646,0.0,1058,3209,24.8497414868325,9.336508810520172e-05,1.8784807734191418,0.003755709156394005,10.244059894233942,37.00220509245992,3.991276025772095e-05,0.47258128077197004,1.8089777503523372e-05,0.049341617389080474,207615,37.00220509245992,2805.4409119837364,,,,,,,
906,0.06665019690990448,0.0011744637158699334,0.00017262291549968722,1.6335703207914776e-05,0.012939303735038266,0.6328125,0.2976393214813583,219.47975540161133,224.244140625,184.12569046020508,5e-06,906,2,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.3244726359844208,1.20761239528656,-2.4748666286468506,-0.3244726359844208,1.20761239528656,-2.4748666286468506,817.453125,8192.0,115.0,0.0078125,817.453125,8192.0,115.0,0.0078125,0.0,1111.6875,1668.0,784.0,0.0,3,62,12.6484375,0.125,0.875,6.4375,8,6.4375,8.0,8,8,3.127194941043854e-05,1.209384497255087,70.41097164154053,7.433869995700661,0.0,0.0,0.0,70.41097164154053,0.0,1163,8192,72.43250247091055,8.715502917766571e-05,2.1892562322318554,0.003789616748690605,12.461035234853625,87.11435919255018,4.153512418270111e-05,0.6922463297867858,1.5346927261534058e-05,0.05046383685600626,246930,87.11435919255018,1417.274960688208,,,,,,,
907,0.06108330190181732,0.000472583036753349,-8.384545424178214e-06,1.0743240409283317e-05,0.002877836930565536,0.4765625,0.29390138387036663,219.47975540161133,224.244140625,185.16449356079102,5e-06,907,2,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.050397198647260666,0.935412585735321,-0.935412585735321,-0.050397198647260666,0.935412585735321,-0.935412585735321,598.1953125,4281.0,116.0,0.0,598.1953125,4281.0,116.0,0.0,0.0,1079.4375,1696.0,783.0,0.0,3,62,11.9375,0.0625,0.9375,7.25,8,7.25,8.0,8,8,3.0348077416419983e-05,1.1860636789351702,33.76773227751255,5.607574216759531,0.0,0.0,0.0,33.76773227751255,0.0,888,4281,35.7284306101501,9.355880320072174e-05,1.8951698578894138,0.004008874297142029,10.501604743301868,48.15700248256326,3.80147248506546e-05,0.46661743799906097,1.8668763637109714e-05,0.048904495933639144,214737,48.15700248256326,2229.5511444857084,,,,,,,
908,0.05950787290930748,0.0016073903680080548,0.0002676145337545677,8.007341875782004e-06,0.00749399425694719,0.7109375,0.3021940215667451,219.47975540161133,224.244140625,183.73002243041992,5e-06,908,2,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.25681954622268677,1.20761239528656,-2.4748666286468506,-0.25681954622268677,1.20761239528656,-2.4748666286468506,936.7265625,4785.0,82.0,0.0,936.7265625,4785.0,82.0,0.0,0.0,1072.5625,1490.0,871.0,0.0,3,62,18.09375,0.125,0.875,6.1875,8,6.1875,8.0,8,8,2.9005110263824463e-05,0.8596534933894873,39.48908537440002,8.766185819695238,0.0,0.0,0.0,39.48908537440002,0.0,888,4785,41.39363778755069,9.324029088020325e-05,2.1998108439147472,0.004930216819047928,12.520566558465362,56.145798318088055,4.1961669921875e-05,0.3452317977961042,1.9169625524606138e-05,0.04868235639341248,257189,56.145798318088055,2290.3672910920513,,,,,,,
909,0.07305726408958435,0.0009154047111223917,-0.00027958041664533084,7.22903382666118e-06,0.011659429190331139,0.748046875,0.2997015096064801,219.47975540161133,224.244140625,184.45648574829102,5e-06,909,2,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.2141624242067337,0.935412585735321,-2.4748666286468506,-0.2141624242067337,0.935412585735321,-2.4748666286468506,606.1171875,6420.0,113.0,0.0,606.1171875,6420.0,113.0,0.0,0.0,1270.125,2005.0,819.0,0.0,3,61,9.953125,0.0625,0.9375,7.1875,8,7.1875,8.0,8,8,5.47114759683609e-05,1.1517954282462597,52.18509987182915,5.699840300323558,0.0,0.0,0.0,52.18509987182915,0.0,1583,6420,54.418734112754464,8.453801274299622e-05,2.0976859591901302,0.004052964970469475,11.735526515170932,68.28266696073115,3.99760901927948e-05,0.7014260097283486,1.6876173578626972e-05,0.04886565365100176,240159,68.28266696073115,1758.5648795624345,,,,,,,
910,0.06205445155501366,0.0005983143892080989,-0.0002669847010565718,0.0,0.002044264256255701,0.5390625,0.29827087564001004,219.47975540161133,224.244140625,183.94940185546875,5e-06,910,2,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.06250086426734924,0.35355237126350403,-2.4748666286468506,-0.06250086426734924,0.35355237126350403,-2.4748666286468506,552.859375,2910.0,105.0,0.0,552.859375,2910.0,105.0,0.0,0.0,1208.9375,1919.0,783.0,0.0,3,62,11.3125,0.125,0.875,6.9375,8,6.9375,8.0,8,8,5.4644420742988586e-05,1.1026791166514158,23.254800567403436,5.314431379752932,0.0,0.0,0.0,23.254800567403436,0.0,1068,2898,25.23647429421544,0.00010517053306102753,1.940054850652814,0.003742435947060585,10.84366057999432,38.04986596852541,3.765709698200226e-05,0.35661863457331827,1.6595432340297924e-05,0.048085054232603085,225510,38.04986596852541,2963.348151955914,,,,,,,
911,0.07185382395982742,0.001228531397828192,0.0001499029744991276,8.796244514996943e-06,0.0019191600367776118,0.65625,0.30946723073370164,219.47975540161133,224.244140625,182.67879104614258,5e-06,911,2,0.765625,1.0,0.0,0.765625,1.0,0.0,-0.16279475390911102,1.6201815605163574,-2.4748666286468506,-0.16279475390911102,1.6201815605163574,-2.4748666286468506,943.53125,8192.0,100.0,0.015625,943.53125,8192.0,100.0,0.015625,0.0,1235.5625,1953.0,819.0,0.0,3,62,14.78125,0.125,0.875,6.125,8,6.125,8.0,8,8,2.9286369681358337e-05,1.082661660388112,70.98855793848634,8.492150588266668,0.0,0.0,0.0,70.98855793848634,0.0,1727,8192,73.20895835757256,9.523145854473114e-05,2.372082732617855,0.004865977913141251,13.941195456311107,89.55396159552038,3.8662925362586975e-05,0.6061749276121332,1.7445533238951292e-05,0.049982057679909604,278924,89.55396159552038,1557.2957076973812,,,,,,,
912,0.060697879642248154,0.0012047946293023415,0.00015794944670233235,3.2719087812438374e-06,0.008580514753703028,0.8046875,0.29565825105422555,219.47975540161133,224.244140625,182.35748291015625,5e-06,912,2,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.2072642743587494,0.35355237126350403,-2.4748666286468506,-0.2072642743587494,0.35355237126350403,-2.4748666286468506,581.1328125,4323.0,113.0,0.0,581.1328125,4323.0,113.0,0.0,0.0,1189.125,1908.0,883.0,0.0,3,62,10.6875,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,5.7660043239593506e-05,1.2376955430954695,33.672133879736066,5.560741736509954,0.0,0.0,0.0,33.672133879736066,0.0,1500,4323,35.77375565469265,9.178929030895233e-05,1.9656567797064781,0.004134852439165115,10.9674760568887,48.73809943534434,3.814883530139923e-05,0.4809270102129818,1.8247926631295387e-05,0.04840165431804468,226593,48.73809943534434,2324.5982365458963,,,,,,,
913,0.07287771999835968,0.001153253953816602,6.389797988504142e-06,9.428436442249222e-06,0.006863703121780418,0.63671875,0.3014025339964578,219.47975540161133,224.244140625,182.43758010864258,5e-06,913,2,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.1809963434934616,0.935412585735321,-2.4748666286468506,-0.1809963434934616,0.935412585735321,-2.4748666286468506,811.7578125,4626.0,99.0,0.0,811.7578125,4626.0,99.0,0.0,0.0,1188.25,2008.0,780.0,0.0,3,62,15.515625,0.0,1.0,7.5625,8,7.5625,8.0,8,8,2.8796494007110596e-05,1.051575331017375,36.14418082498014,7.482425308597158,0.0,0.0,0.0,36.14418082498014,0.0,1605,4626,38.23187151737511,8.787401020526886e-05,2.166124163195491,0.004144301638007164,12.559297226369381,52.987769765779376,3.9283186197280884e-05,0.36795025761392725,1.6188615036687996e-05,0.049059563151586834,256001,52.987769765779376,2415.661209479049,,,,,,,
914,0.06231344863772392,0.0,2.0902551113977097e-05,0.0,0.0,0.0,0.3039536783733415,219.47975540161133,224.244140625,182.54623413085938,5e-06,914,2,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.5234375,3844.0,121.0,0.0,734.5234375,3844.0,121.0,0.0,0.0,1186.1875,1908.0,780.0,0.0,3,62,13.125,0.0625,0.9375,7.5,8,7.5,8.0,8,8,2.876855432987213e-05,1.2326491549611092,29.303180219605565,6.894350797258085,0.0,0.0,0.0,29.303180219605565,0.0,861,3835,31.2855918481946,8.771941065788269e-05,2.1025806292891502,0.004049569368362427,11.710256196558475,45.12842880003154,3.941543400287628e-05,0.332758185560308,1.6471640824574342e-05,0.0476315174498313,245851,45.12842880003154,2723.903828885664,,,,,,,
915,0.06293431669473648,0.0009436860782443546,7.545592148971991e-05,1.885603023765725e-05,0.006017032137606293,0.6796875,0.29051896666962385,219.47975540161133,224.244140625,182.66548919677734,5e-06,915,2,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.20237471163272858,0.5400605201721191,-2.4748666286468506,-0.20237471163272858,0.5400605201721191,-2.4748666286468506,656.0078125,7317.0,116.0,0.0,656.0078125,7317.0,116.0,0.0,0.0,1038.125,1623.0,783.0,0.0,3,62,12.015625,0.125,0.875,6.8125,8,6.8125,8.0,8,8,2.9729679226875305e-05,1.1410903725773096,57.208740655332804,6.233827914547874,0.0,0.0,0.0,57.208740655332804,0.0,1011,7317,59.18824800103903,0.0001027323305606842,1.9370033740997314,0.004056178033351898,10.74593530409038,71.90484876930714,4.252977669239044e-05,0.704882135086032,1.8705080647602242e-05,0.04955492210750513,216849,71.90484876930714,1507.8885757462494,,,,,,,
916,0.07256369292736053,0.0009701817543827929,0.00019627512335773645,0.0,0.012037949243676849,0.75390625,0.3051663891557205,219.47975540161133,224.244140625,184.26394653320312,5e-06,916,2,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.34480854868888855,0.5400605201721191,-2.4748666286468506,-0.34480854868888855,0.5400605201721191,-2.4748666286468506,715.625,8192.0,71.0,0.0078125,715.625,8192.0,71.0,0.0078125,0.0,1262.0,2017.0,826.0,0.0,3,62,10.6796875,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,2.890080213546753e-05,0.7460320815443993,68.64964991621673,6.852829916053452,0.0,0.0,0.0,68.64964991621673,0.0,983,8192,70.70181088894606,9.88207757472992e-05,2.171591019257903,0.006801076233386993,12.254848508164287,85.16460552066565,3.838539123535156e-05,0.77185383066535,2.6867281751260166e-05,0.048412112493538204,253136,85.16460552066565,1486.1572976967245,,,,,,,
917,0.06766266375780106,0.0,0.0001317019295115074,0.0,0.0,0.0,0.28400938059417613,219.47975540161133,224.244140625,185.46607971191406,5e-06,917,2,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.53125,4897.0,96.0,0.0,394.53125,4897.0,96.0,0.0,0.0,1091.75,1545.0,780.0,0.0,3,44,7.75,0.25,0.75,6.0,8,6.0,8.0,8,8,6.050430238246918e-05,1.0327156074345112,37.779003858566284,3.7463932380342158,0.0,0.0,0.0,37.779003858566284,0.0,962,4897,39.94970942102373,0.00013444945216178894,1.7521195225417614,0.003933081403374672,9.45561134070158,51.191120594739914,3.865733742713928e-05,0.791083354871757,2.067387882600593e-05,0.04970254694340731,190244,51.191120594739914,1858.1738179369754,,,,,,,
918,0.06694142520427704,0.0,6.788219832287723e-05,0.0,0.0,0.0,0.2962143092506211,219.47975540161133,224.244140625,183.38739776611328,5e-06,918,2,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.53125,5102.0,106.0,0.0,628.53125,5102.0,106.0,0.0,0.0,1153.3125,1763.0,816.0,0.0,3,52,11.765625,0.125,0.875,7.0,8,7.0,8.0,8,8,6.112270057201385e-05,1.1733893565833569,41.26349248364568,6.105903238028986,0.0,0.0,0.0,41.26349248364568,0.0,1004,5102,43.233802765607834,0.00010364502668380737,1.9965252969413996,0.004135243594646454,11.01246333681047,56.30130401812494,3.99760901927948e-05,0.5373863019640013,1.813098964663732e-05,0.04828418306533993,228076,56.30130401812494,2025.4948262528349,,,,,,,
919,0.06280118227005005,0.0005435636194306426,-1.791597469491535e-05,8.505297955707647e-06,0.00523921175954456,0.4052734375,0.2984605451453327,219.47975540161133,224.244140625,182.25546264648438,5e-06,919,3,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.11487432569265366,1.20761239528656,-0.7245674133300781,-0.11487432569265366,1.20761239528656,-0.7245674133300781,599.28125,4726.0,93.0,0.0,599.28125,4726.0,93.0,0.0,0.0,1165.5625,1803.0,819.0,0.0,3,62,10.84375,0.1875,0.8125,6.1875,8,6.1875,8.0,8,8,0.00015095435082912445,1.0043631717562675,38.639585664495826,5.475236869970104,0.0,0.0,0.0,38.639585664495826,0.0,1080,4726,40.710154842585325,0.00015902332961559296,2.03975323587656,0.004058700054883957,10.967880928888917,53.779238399118185,3.8759782910346985e-05,0.5307158945948965,1.796679971174837e-05,0.04855192974275749,225900,53.779238399118185,2100.252873827459,,,,,,,
920,0.06551360338926315,0.001203738538606558,0.00024558324867030024,4.095675194548676e-06,0.01088206609711051,1.09765625,0.29761001000957077,219.47975540161133,224.244140625,183.31932067871094,5e-06,920,3,0.6640625,1.0,0.0,0.6640625,1.0,0.0,-0.22033166885375977,0.35355237126350403,-2.4748666286468506,-0.22033166885375977,0.35355237126350403,-2.4748666286468506,568.9453125,3514.0,87.0,0.0,568.9453125,3514.0,87.0,0.0,0.0,1205.375,1888.0,832.0,0.0,3,62,12.640625,0.3125,0.6875,5.3125,8,5.3125,8.0,8,8,3.269314765930176e-05,0.958127573132515,28.199360858649015,5.287326889869291,0.0,0.0,0.0,28.199360858649015,0.0,832,3514,30.16167849674821,0.00010774657130241394,1.9944108109921217,0.0055935196578502655,10.978441037237644,43.16768338158727,3.973767161369324e-05,0.4141665430380804,2.462879561209735e-05,0.04833911329266772,227113,43.16768338158727,2630.5905507182338,,,,,,,
921,0.06860516965389252,0.0013230747244961094,-0.00020440104890440125,1.549542298562301e-05,0.010660879750503227,0.8203125,0.29673807249230477,219.47975540161133,224.244140625,184.60263442993164,5e-06,921,3,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.2531805634498596,0.7245674133300781,-2.4748666286468506,-0.2531805634498596,0.7245674133300781,-2.4748666286468506,776.4609375,4971.0,120.0,0.0,776.4609375,4971.0,120.0,0.0,0.0,1191.5,1996.0,784.0,0.0,3,62,14.015625,0.0625,0.9375,7.0625,8,7.0625,8.0,8,8,3.3641234040260315e-05,1.2778455819934607,39.79289619252086,7.148007587267784,0.0,0.0,0.0,39.79289619252086,0.0,1632,4862,41.963740119710565,0.00010086782276630402,2.1660798210650682,0.003758540377020836,12.487936221063137,56.64805696345866,3.8878992199897766e-05,0.42222564439726085,1.4920822937053486e-05,0.04957517187866223,251899,56.64805696345866,2223.3684039903587,,,,,,,
922,0.05867651849985123,0.0012812976001441712,-4.855438564277392e-05,0.0,0.007142862101318315,1.03515625,0.2966083332603886,219.47975540161133,224.244140625,182.34249877929688,5e-06,922,3,0.8359375,1.0,0.0,0.8359375,1.0,0.0,-0.19139228761196136,0.7245674133300781,-2.4748666286468506,-0.19139228761196136,0.7245674133300781,-2.4748666286468506,598.75,3744.0,94.0,0.0,598.75,3744.0,94.0,0.0,0.0,1158.375,2005.0,783.0,0.0,3,62,13.109375,0.125,0.875,6.6875,8,6.6875,8.0,8,8,3.079138696193695e-05,1.0812792144715786,30.003268379718065,5.5953456957649905,0.0,0.0,0.0,30.003268379718065,0.0,976,3744,32.158519161865115,0.00010212510824203491,1.941311052069068,0.0036788620054721832,10.869226291775703,44.998495288193226,3.767944872379303e-05,0.41960489511828175,1.6356895165541116e-05,0.04832657346773717,224912,44.998495288193226,2499.1057874218823,,,,,,,
923,0.06413398683071136,0.0010414919252070831,-0.00021486535571568766,9.714344741951209e-06,0.006636482197791338,1.56640625,0.29663844938989314,219.47975540161133,224.244140625,182.75939559936523,5e-06,923,3,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.1436144858598709,0.935412585735321,-2.4748666286468506,-0.1436144858598709,0.935412585735321,-2.4748666286468506,502.1015625,3089.0,96.0,0.0,502.1015625,3089.0,96.0,0.0,0.0,1230.0625,1837.0,800.0,0.0,3,62,10.4375,0.1875,0.8125,6.1875,8,6.1875,8.0,8,8,5.237385630607605e-05,1.034528985619545,24.069073548540473,4.790232198618469,0.0,0.0,0.0,24.069073548540473,0.0,1020,3089,26.145846223458648,0.00010017119348049164,1.9489480890333652,0.003643251955509186,10.63222518749535,38.7681529764086,3.692694008350372e-05,0.4068189363994873,1.643199193345204e-05,0.0479540368464996,221717,38.7681529764086,2859.524931906356,,,,,,,
924,0.07796449214220047,0.0020207393390592188,0.00018781968469738786,1.351994455944805e-06,0.006164297112263739,0.87109375,0.30915623801030917,219.47975540161133,224.244140625,184.55339431762695,5e-06,924,3,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.38535284996032715,0.935412585735321,-2.4748666286468506,-0.38535284996032715,0.935412585735321,-2.4748666286468506,975.828125,8192.0,109.0,0.0078125,975.828125,8192.0,109.0,0.0078125,0.0,1322.25,1858.0,961.0,0.0,3,62,15.1796875,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,5.7188794016838074e-05,1.1919409353286028,65.02685272693634,8.847814467182616,0.0,0.0,0.0,65.02685272693634,0.0,1128,8192,67.17908500134945,0.00010506436228752136,2.4561493918299675,0.004090866073966026,14.493993332609534,84.15977047197521,3.699213266372681e-05,0.5378371335352141,1.3907225718385696e-05,0.04927348712786341,294154,84.15977047197521,1747.5926939341632,,,,,,,
925,0.06008234620094299,0.0004163815792708192,0.00010854848824237706,3.956196906074183e-06,0.0033114796970039606,0.5546875,0.2974249093411999,219.47975540161133,224.244140625,182.8135986328125,5e-06,925,3,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.08206924051046371,0.35355237126350403,-2.4748666286468506,-0.08206924051046371,0.35355237126350403,-2.4748666286468506,588.4140625,3109.0,102.0,0.0,588.4140625,3109.0,102.0,0.0,0.0,1173.6875,1696.0,835.0,0.0,3,62,13.0625,0.0,1.0,7.9375,8,7.9375,8.0,8,8,3.2432377338409424e-05,1.0933024697005749,24.35794566385448,5.630422451809864,0.0,0.0,0.0,24.35794566385448,0.0,907,3109,26.36856839619577,0.00011247582733631134,1.9754877164959908,0.004486044868826866,10.808516845107079,39.18326355330646,6.183981895446777e-05,0.35010115108402845,1.988944694424212e-05,0.04792092558648932,225549,39.18326355330646,2878.129328012127,,,,,,,
926,0.05860736593604088,0.0009482328314334154,0.000380393998824502,1.5825455193407834e-05,0.002618353842990473,0.681640625,0.3022767645450363,219.47975540161133,224.244140625,183.0661392211914,5e-06,926,3,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.1261369287967682,0.35355237126350403,-2.4748666286468506,-0.1261369287967682,0.35355237126350403,-2.4748666286468506,647.390625,4512.0,112.0,0.0,647.390625,4512.0,112.0,0.0,0.0,1290.9375,1990.0,798.0,0.0,3,62,12.421875,0.1875,0.8125,6.375,8,6.375,8.0,8,8,4.616193473339081e-05,1.1873607896268368,35.063837273046374,5.980567860766314,0.0,0.0,0.0,35.063837273046374,0.0,1077,4512,37.1674430295825,9.636580944061279e-05,2.1088144183158875,0.005467843264341354,11.881360232830048,51.18967474065721,6.313435733318329e-05,0.44852464255041274,2.2038335487015045e-05,0.047888242254641354,248106,51.18967474065721,2423.3988715203022,,,,,,,
927,0.06798160076141357,0.0007678160873183515,-3.254837304211833e-05,4.69324913865421e-06,0.0073215762749896385,0.576171875,0.3033081209376392,219.47975540161133,224.244140625,183.99510955810547,5e-06,927,3,0.84375,1.0,0.0,0.84375,1.0,0.0,-0.17178943753242493,0.7245674133300781,-2.4748666286468506,-0.17178943753242493,0.7245674133300781,-2.4748666286468506,825.5859375,5212.0,99.0,0.0,825.5859375,5212.0,99.0,0.0,0.0,1142.75,1798.0,867.0,0.0,3,62,14.21875,0.125,0.875,6.75,8,6.75,8.0,8,8,7.658079266548157e-05,1.0774549879133701,41.97434556670487,7.954134116283967,0.0,0.0,0.0,41.97434556670487,0.0,867,5212,43.95988292992115,0.00011020898818969727,2.137605596333742,0.0037933140993118286,12.09987835586071,58.22688406333327,4.0374696254730225e-05,0.41599132178775633,1.505600026716662e-05,0.04802549090031122,251947,58.22688406333327,2163.493754242093,,,,,,,
928,0.06573230773210526,0.0005930534534854814,-0.00039191068299260223,1.6047463759605307e-05,0.008801243384368718,0.587890625,0.2998391714420671,219.47975540161133,224.244140625,182.6320571899414,5e-06,928,3,0.7109375,1.0,0.0,0.7109375,1.0,0.0,-0.1782277375459671,0.7245674133300781,-1.6201815605163574,-0.1782277375459671,0.7245674133300781,-1.6201815605163574,689.421875,5347.0,83.0,0.0,689.421875,5347.0,83.0,0.0,0.0,1157.0625,1608.0,788.0,0.0,3,62,12.125,0.25,0.75,5.6875,8,5.6875,8.0,8,8,3.5278499126434326e-05,0.8369409590959549,42.181833636015654,6.406211988127325,0.0,0.0,0.0,42.181833636015654,0.0,888,5347,44.297603473067284,9.272806346416473e-05,2.0542320758104324,0.003793157637119293,11.44703072309494,57.828470980748534,3.816932439804077e-05,0.5019785992913819,1.6048900516688358e-05,0.04843253955191428,236350,57.828470980748534,2043.54356938369,,,,,,,
