step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
875,0.06498581916093826,0.0010430339716549497,-3.6242813685305464e-05,2.7470111945149256e-06,0.005845498439157382,0.564453125,0.3027906556453714,219.47975540161133,224.244140625,185.82481002807617,5e-06,875,2,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.16039584577083588,0.5400605201721191,-2.4748666286468506,-0.16039584577083588,0.5400605201721191,-2.4748666286468506,741.890625,6788.0,80.0,0.0,741.890625,6788.0,80.0,0.0,0.0,1262.125,1906.0,779.0,0.0,3,62,14.65625,0.125,0.875,6.8125,8,6.8125,8.0,8,8,4.354305565357208e-05,0.9019846487790346,54.87560783326626,7.032811713841511,0.0,0.0,0.0,54.87560783326626,0.0,1507,6788,56.98353620804846,9.50787216424942e-05,2.216163046658039,0.003960743546485901,12.49956376850605,71.72972250916064,4.116073250770569e-05,0.6000667236162724,1.5440652543276004e-05,0.0487285831124463,256514,71.72972250916064,1788.0593359833538,,,,,,,
876,0.0624164380133152,0.0005157053747097962,-1.297993776461226e-05,0.0,0.004860986897256225,0.884765625,0.28908292244600314,219.47975540161133,224.244140625,183.8405303955078,5e-06,876,2,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.0997462198138237,0.35355237126350403,-2.4748666286468506,-0.0997462198138237,0.35355237126350403,-2.4748666286468506,414.78125,3278.0,118.0,0.0,414.78125,3278.0,118.0,0.0,0.0,1136.125,1823.0,784.0,0.0,3,61,8.390625,0.0,1.0,7.9375,8,7.9375,8.0,8,8,3.158673644065857e-05,1.2662481740117073,22.981611071154475,4.0219747058145,0.0,0.0,0.0,22.981611071154475,0.0,1119,3278,25.098509902134538,9.918212890625e-05,1.8273283056914806,0.0036446023732423782,9.694517683237791,36.65308266878128,3.701448440551758e-05,0.4727361919335218,1.8359237407777602e-05,0.04883494369843132,198516,36.65308266878128,2708.039618303143,,,,,,,
877,0.06257602572441101,0.0008707597298780456,5.9027340739703504e-06,3.733572384589934e-06,0.008884912822395563,1.46484375,0.2970866967353154,219.47975540161133,224.244140625,184.3158302307129,5e-06,877,2,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.15227845311164856,0.35355237126350403,-2.4748666286468506,-0.15227845311164856,0.35355237126350403,-2.4748666286468506,530.6171875,4100.0,113.0,0.0,530.6171875,4100.0,113.0,0.0,0.0,1234.375,1977.0,781.0,0.0,3,62,9.890625,0.0,1.0,7.875,8,7.875,8.0,8,8,5.3863972425460815e-05,1.2039881758391857,33.48481437377632,4.979696486479952,0.0,0.0,0.0,33.48481437377632,0.0,974,4100,35.55070117674768,9.811669588088989e-05,2.0300322473049164,0.0036161672323942184,10.970250284299254,48.58036055602133,3.679096698760986e-05,0.5234279240970521,1.600647680095175e-05,0.04855833411222276,225919,48.58036055602133,2325.209173154215,,,,,,,
878,0.059745024889707565,0.0008161578789440682,0.00019520143757745245,6.503900522147887e-06,0.004877152561675757,0.7734375,0.2917973233204346,219.47975540161133,224.244140625,184.63485717773438,5e-06,878,2,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.15321938693523407,0.35355237126350403,-2.4748666286468506,-0.15321938693523407,0.35355237126350403,-2.4748666286468506,578.0234375,3936.0,117.0,0.0,578.0234375,3936.0,117.0,0.0,0.0,1065.1875,1668.0,824.0,0.0,3,62,12.453125,0.0,1.0,7.875,8,7.875,8.0,8,8,7.939524948596954e-05,1.2168770115822554,28.013476345688105,5.422147815406788,0.0,0.0,0.0,28.013476345688105,0.0,967,3936,29.969674138352275,8.863955736160278e-05,1.8900233022868633,0.004166966304183006,10.300012515857816,42.190566282719374,5.965493619441986e-05,0.40506675684042165,1.981147003619536e-05,0.04897049182411445,210331,42.190566282719374,2492.6306818279,,,,,,,
879,0.06939038634300232,0.0002642700519572827,0.00016697490525530156,6.761629492757493e-06,0.0031926181982271373,0.318359375,0.29569488514236103,219.47975540161133,224.244140625,183.26321029663086,5e-06,879,2,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.09505926072597504,0.7245674133300781,-1.20761239528656,-0.09505926072597504,0.7245674133300781,-1.20761239528656,593.921875,6866.0,99.0,0.0,593.921875,6866.0,99.0,0.0,0.0,1118.5,1729.0,800.0,0.0,3,62,9.78125,0.4375,0.5625,4.3125,8,4.3125,8.0,8,8,4.424154758453369e-05,1.064060378819704,54.487159905955195,5.064332736161305,0.0,0.0,0.0,54.487159905955195,0.0,985,6781,56.644694020971656,8.992664515972137e-05,1.9515871442854404,0.0036927908658981323,10.97748252004385,69.60323978029191,3.6541372537612915e-05,0.7451092318141019,1.6847442245988104e-05,0.050082040786732285,219190,69.60323978029191,1574.567510735782,,,,,,,
880,0.07127590477466583,0.0005574662463914137,-0.00019195831100660143,4.497049758356297e-06,0.003724539652466774,0.615234375,0.2908463816663045,219.47975540161133,224.244140625,183.29948043823242,5e-06,880,2,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.06234455481171608,0.35355237126350403,-2.4748666286468506,-0.06234455481171608,0.35355237126350403,-2.4748666286468506,479.5859375,3406.0,86.0,0.0,479.5859375,3406.0,86.0,0.0,0.0,1222.75,2020.0,786.0,0.0,3,61,8.984375,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,5.448982119560242e-05,0.935293534770608,26.8094247803092,4.652771297798608,0.0,0.0,0.0,26.8094247803092,0.0,1957,3406,29.018940411508083,9.661540389060974e-05,1.9281005468219519,0.0036937426775693893,10.71469465084374,41.69170438684523,3.952346742153168e-05,0.47272126690517674,1.6951627485988412e-05,0.049172757336397775,217899,41.69170438684523,2613.2177036728744,,,,,,,
881,0.06296196579933167,0.0,7.612275726387452e-05,0.0,0.0,0.0,0.2915084001531492,219.47975540161133,224.244140625,184.1217269897461,5e-06,881,2,0.8125,1.0,0.0,0.8125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0703125,2564.0,106.0,0.0,466.0703125,2564.0,106.0,0.0,0.0,1206.25,1912.0,788.0,0.0,3,40,9.546875,0.1875,0.8125,6.5,8,6.5,8.0,8,8,3.0428171157836914e-05,1.1553828679025173,20.844039293006063,4.464951922374894,0.0,0.0,0.0,20.844039293006063,0.0,905,2564,22.733014717698097,8.641183376312256e-05,1.9065078031271696,0.0036971308290958405,10.601825596764684,35.271180307492614,5.95971941947937e-05,0.38106198296424726,1.727171187625651e-05,0.04952804905592755,214057,35.271180307492614,3034.4462268325074,,,,,,,
882,0.06363851577043533,0.0005424262781161815,-0.00021947187815385405,0.0,0.002448774524964392,0.529296875,0.2874678657118213,219.47975540161133,224.244140625,184.86443710327148,5e-06,882,2,0.6171875,1.0,0.0,0.6171875,1.0,0.0,-0.04582634195685387,0.35355237126350403,-2.4748666286468506,-0.04582634195685387,0.35355237126350403,-2.4748666286468506,409.6875,2642.0,88.0,0.0,409.6875,2642.0,88.0,0.0,0.0,1130.25,1820.0,783.0,0.0,3,62,9.015625,0.375,0.625,4.9375,8,4.9375,8.0,8,8,4.3954700231552124e-05,0.9401647262275219,20.20060765184462,3.8780258009792306,0.0,0.0,0.0,20.20060765184462,0.0,1110,2642,22.228624802082777,9.658001363277435e-05,1.7806793805211782,0.003744902089238167,9.62849572300911,33.667311280965805,3.7044286727905273e-05,0.4238868192616853,1.8998853896455653e-05,0.04884784144551884,197112,33.667311280965805,2927.349890744609,,,,,,,
883,0.06822873651981354,0.0007084326425683685,4.175467842770786e-05,0.0,0.006942738080397248,0.77734375,0.2978184328772303,219.47975540161133,224.244140625,185.89500045776367,5e-06,883,2,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.1454634815454483,0.7245674133300781,-1.20761239528656,-0.1454634815454483,0.7245674133300781,-1.20761239528656,521.65625,4383.0,105.0,0.0,521.65625,4383.0,105.0,0.0,0.0,1304.125,2031.0,800.0,0.0,3,62,10.015625,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.1970441341400146e-05,1.1824454050511122,30.735130252316594,4.8813648041541455,0.0,0.0,0.0,30.735130252316594,0.0,826,4383,33.17506538145244,9.25157219171524e-05,2.002118419855833,0.003661947324872017,11.297860376536846,46.50469779223204,6.331875920295715e-05,0.49684097198604865,1.5669436563423265e-05,0.048343433361304436,233700,46.50469779223204,2512.6493783928677,,,,,,,
884,0.0756324753165245,0.0010506953549338505,0.00012120012092964316,0.0,0.0033871525229187682,0.599609375,0.3062731166247232,219.47975540161133,224.244140625,183.72027587890625,5e-06,884,2,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.17587241530418396,0.35355237126350403,-2.4748666286468506,-0.17587241530418396,0.35355237126350403,-2.4748666286468506,783.5625,5449.0,113.0,0.0,783.5625,5449.0,113.0,0.0,0.0,1262.625,1864.0,831.0,0.0,3,62,13.6875,0.1875,0.8125,6.375,8,6.375,8.0,8,8,4.6351924538612366e-05,1.2232186533510685,44.7521469630301,7.219652272571693,0.0,0.0,0.0,44.7521469630301,0.0,1253,5449,46.90558046661317,8.249469101428986e-05,2.219767877832055,0.00401279516518116,12.520474107936025,61.67666600830853,3.884360194206238e-05,0.4676714970349084,1.532115811868551e-05,0.04780412546174297,261912,61.67666600830853,2123.2665199892417,,,,,,,
885,0.06201479583978653,0.00041645860619610175,-5.418822740921314e-05,0.0,0.0046834693785058334,0.712890625,0.29495510589473095,219.47975540161133,224.244140625,184.59961318969727,5e-06,885,2,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.10515014082193375,0.35355237126350403,-2.4748666286468506,-0.10515014082193375,0.35355237126350403,-2.4748666286468506,382.1640625,3066.0,104.0,0.0,382.1640625,3066.0,104.0,0.0,0.0,1327.375,2011.0,798.0,0.0,3,61,7.328125,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,5.1876530051231384e-05,1.156591271981597,23.20686317421496,3.687031618086621,0.0,0.0,0.0,23.20686317421496,0.0,1499,3066,25.655848478898406,9.441189467906952e-05,1.9240470211952925,0.0038403328508138657,10.575498903170228,38.18621444143355,3.9909034967422485e-05,0.5244771445284544,1.7550111053390055e-05,0.04832945148395368,218821,38.18621444143355,2865.1831976642675,,,,,,,
886,0.06784646213054657,0.0010878397715714527,0.00011940454214709462,1.210228401760105e-05,0.008452505702734925,0.833984375,0.2993617275908538,219.47975540161133,224.244140625,185.19802474975586,5e-06,886,2,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.20018745958805084,0.7245674133300781,-2.4748666286468506,-0.20018745958805084,0.7245674133300781,-2.4748666286468506,684.828125,5136.0,102.0,0.0,684.828125,5136.0,102.0,0.0,0.0,1180.0,1885.0,824.0,0.0,3,62,13.015625,0.1875,0.8125,6.1875,8,6.1875,8.0,8,8,5.4527074098587036e-05,1.1042736507952213,39.699254335835576,6.371609571375302,0.0,0.0,0.0,39.699254335835576,0.0,1087,5136,41.74557645060122,9.518302977085114e-05,2.063924454152584,0.004152115434408188,11.543501872569323,55.38419361785054,3.797002136707306e-05,0.476232362711917,1.7394848027248606e-05,0.04836027898251901,238698,55.38419361785054,2154.9289102862977,,,,,,,
887,0.06119417026638985,0.0010808446422743145,0.0001497532009580027,3.4714507819444407e-06,0.010056577390059829,0.96484375,0.2939962064434397,219.47975540161133,224.244140625,183.4007682800293,5e-06,887,2,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.22015605866909027,0.35355237126350403,-2.4748666286468506,-0.22015605866909027,0.35355237126350403,-2.4748666286468506,578.890625,4553.0,94.0,0.0,578.890625,4553.0,94.0,0.0,0.0,1100.1875,1539.0,819.0,0.0,3,62,11.75,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,2.997182309627533e-05,0.9355548769235611,37.26027000695467,5.367363060708158,0.0,0.0,0.0,37.26027000695467,0.0,1011,4553,39.227272644639015,9.3044713139534e-05,1.8863122630864382,0.00418703630566597,10.458181640133262,51.60211465880275,4.1289255023002625e-05,0.5293971854117387,1.9481655231507105e-05,0.048660358828473874,214922,51.60211465880275,2082.4921751858546,,,,,,,
888,0.06514184176921844,0.0009257058372895699,6.377727004291955e-06,5.1618762881844305e-06,0.015003175198216923,0.955078125,0.29245727266065014,219.47975540161133,224.244140625,183.59148406982422,5e-06,888,2,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.2559475004673004,0.5400605201721191,-2.4748666286468506,-0.2559475004673004,0.5400605201721191,-2.4748666286468506,461.203125,4371.0,134.0,0.0,461.203125,4371.0,134.0,0.0,0.0,1261.125,1967.0,800.0,0.0,3,62,9.21875,0.125,0.875,6.8125,8,6.8125,8.0,8,8,6.0034915804862976e-05,1.4986619297415018,32.09872018173337,4.376426148941391,0.0,0.0,0.0,32.09872018173337,0.0,1466,4371,34.32531134784222,0.00010716170072555542,1.9410807602107525,0.0040157511830329895,10.833028189837933,47.13338068500161,3.8918107748031616e-05,0.5814498652952911,1.8215493123556367e-05,0.049138739305618,220458,47.13338068500161,2338.6610168422767,,,,,,,
889,0.05939018726348877,0.0010719515557866544,1.4642327471392491e-05,1.2345795084911515e-05,-0.0036181357281748205,0.5576171875,0.3104755467962542,219.47975540161133,224.244140625,183.88777542114258,5e-06,889,2,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.03380601853132248,0.935412585735321,-2.4748666286468506,-0.03380601853132248,0.935412585735321,-2.4748666286468506,972.0390625,4832.0,120.0,0.0,972.0390625,4832.0,120.0,0.0,0.0,1320.6875,2018.0,888.0,0.0,3,62,20.90625,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,3.2100826501846313e-05,1.289612678810954,38.43930036574602,8.976544218181516,0.0,0.0,0.0,38.43930036574602,0.0,2018,4832,40.81299159117043,9.657815098762512e-05,2.436275465413928,0.0038070399314165115,14.02901722677052,57.30951785482466,3.762170672416687e-05,0.32802333682553936,1.297254541848206e-05,0.047804085701626135,293469,57.30951785482466,2560.386223658432,,,,,,,
890,0.05996404588222504,0.0003880074164044345,0.00015216458041322767,0.0,0.0014070436009205878,0.4541015625,0.30666191681110155,219.47975540161133,224.244140625,183.95487594604492,5e-06,890,2,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.04072696715593338,0.5400605201721191,-1.6201815605163574,-0.04072696715593338,0.5400605201721191,-1.6201815605163574,650.875,3361.0,92.0,0.0,650.875,3361.0,92.0,0.0,0.0,1326.5,1997.0,835.0,0.0,3,61,13.9375,0.1875,0.8125,6.375,8,6.375,8.0,8,8,3.9208680391311646e-05,1.0093185063451529,25.266511376947165,5.965053522158996,0.0,0.0,0.0,25.266511376947165,0.0,1586,2983,27.455808138474822,0.00010624714195728302,2.144661072641611,0.003942454233765602,11.937660900875926,41.5820089392364,4.23528254032135e-05,0.3295540635019544,1.557642010306278e-05,0.047165042436610745,253104,41.5820089392364,3043.43160006843,,,,,,,
891,0.06356211751699448,0.0011761019195546396,-7.277145141415531e-05,2.0954322735633468e-05,0.006334667908959091,1.203125,0.2963318476834278,219.47975540161133,224.244140625,182.74092483520508,5e-06,891,2,0.6640625,1.0,0.0,0.6640625,1.0,0.0,-0.14868520200252533,0.5400605201721191,-2.4748666286468506,-0.14868520200252533,0.5400605201721191,-2.4748666286468506,482.2421875,2974.0,103.0,0.0,482.2421875,2974.0,103.0,0.0,0.0,1222.5625,1916.0,815.0,0.0,3,62,10.015625,0.3125,0.6875,5.3125,8,5.3125,8.0,8,8,3.205053508281708e-05,1.1222446244210005,23.248173682019114,4.561246092460351,0.0,0.0,0.0,23.248173682019114,0.0,840,2974,25.2361694406718,0.000100746750831604,1.9617563299834728,0.004062468186020851,10.47503573819995,37.70600190386176,5.447119474411011e-05,0.40883518461405544,1.8616814545383457e-05,0.048003279967921315,218215,37.70600190386176,2893.637471248986,,,,,,,
892,0.06657323241233826,0.0019591598447732395,0.00024959026745818846,1.8422005723550683e-05,0.009442298513022251,0.900390625,0.3052401144529002,219.47975540161133,224.244140625,182.62659072875977,5e-06,892,2,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.35775503516197205,1.20761239528656,-2.4748666286468506,-0.35775503516197205,1.20761239528656,-2.4748666286468506,882.4375,4492.0,103.0,0.0,882.4375,4492.0,103.0,0.0,0.0,1163.1875,1660.0,850.0,0.0,3,62,15.921875,0.0,1.0,7.25,8,7.25,8.0,8,8,3.383122384548187e-05,1.0530063714832067,37.156802294775844,8.05297258864448,0.0,0.0,0.0,37.156802294775844,0.0,1050,4492,39.284028926864266,0.00010037608444690704,2.199846627190709,0.003911925479769707,12.641524387523532,54.160023868083954,4.025176167488098e-05,0.34779400919739595,1.4940137029367961e-05,0.04827957679316962,261840,54.160023868083954,2417.2810617454334,,,,,,,
893,0.06143824756145477,0.0013432045379886404,0.0002893302835218492,9.887154192256276e-06,0.007919522206066176,1.109375,0.2971441464567428,219.47975540161133,224.244140625,182.3272590637207,5e-06,893,2,0.8359375,1.0,0.0,0.8359375,1.0,0.0,-0.16091345250606537,0.7245674133300781,-2.4748666286468506,-0.16091345250606537,0.7245674133300781,-2.4748666286468506,598.4765625,3288.0,85.0,0.0,598.4765625,3288.0,85.0,0.0,0.0,1199.375,1905.0,781.0,0.0,3,62,12.8125,0.125,0.875,6.6875,8,6.6875,8.0,8,8,6.9374218583107e-05,0.9057176131755114,26.819256076589227,5.585164900825475,0.0,0.0,0.0,26.819256076589227,0.0,1082,3288,28.819380901753902,9.914487600326538e-05,2.0206656269729137,0.003948092460632324,11.102433528751135,41.97460331954062,4.054419696331024e-05,0.3762075700248535,1.7156295320509827e-05,0.04824522989136832,230125,41.97460331954062,2741.240914751765,,,,,,,
894,0.07523026317358017,0.0,6.284874052653322e-05,0.0,0.0,0.0,0.30114965911291014,219.47975540161133,224.244140625,182.3587760925293,5e-06,894,2,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.296875,7382.0,106.0,0.0,664.296875,7382.0,106.0,0.0,0.0,1148.875,1840.0,812.0,0.0,3,62,10.8125,0.0625,0.9375,7.5,8,7.5,8.0,8,8,7.244013249874115e-05,1.130992278456688,59.18535676039755,6.009782997803995,0.0,0.0,0.0,59.18535676039755,0.0,819,7382,61.257367173209786,0.00012052617967128754,2.0092164520174265,0.0037846360355615616,11.365375960245728,74.66466371528804,4.374980926513672e-05,0.7204206418112405,1.6307041508585446e-05,0.048970536612487306,232086,74.66466371528804,1554.1890129244564,,,,,,,
895,0.06375452876091003,0.0007934194727567956,-0.0001581665712819813,2.038677462223859e-05,0.008415582575253211,0.765625,0.2967703596198793,219.47975540161133,224.244140625,182.3935546875,5e-06,895,2,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.15322740375995636,0.7245674133300781,-2.4748666286468506,-0.15322740375995636,0.7245674133300781,-2.4748666286468506,620.890625,3880.0,104.0,0.0,620.890625,3880.0,104.0,0.0,0.0,1185.375,1665.0,798.0,0.0,3,62,12.53125,0.0625,0.9375,7.25,8,7.25,8.0,8,8,3.121793270111084e-05,1.1506443321704865,30.665420142933726,5.900685432992759,0.0,0.0,0.0,30.665420142933726,0.0,1278,3880,32.75554526410997,0.00010647997260093689,2.017551178112626,0.004933269694447517,11.154184764251113,45.958745585754514,3.932975232601166e-05,0.412154229862722,2.1337487108448533e-05,0.04824432645154935,231202,45.958745585754514,2515.3210455733583,,,,,,,
896,0.07389923185110092,0.00025305004874098813,0.00018037948342453092,5.077173227618914e-06,0.0010302296723239124,0.41259765625,0.3027821338027883,219.47975540161133,224.244140625,183.17656707763672,5e-06,896,2,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.041888169944286346,0.35355237126350403,-2.4748666286468506,-0.041888169944286346,0.35355237126350403,-2.4748666286468506,666.0859375,5165.0,114.0,0.0,666.0859375,5165.0,114.0,0.0,0.0,1204.75,1940.0,791.0,0.0,3,62,12.296875,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,5.060248076915741e-05,1.2278881389647722,41.73102486692369,6.111793673335342,0.0,0.0,0.0,41.73102486692369,0.0,1498,5165,43.88642084412277,9.993277490139008e-05,2.0924897994846106,0.003821616992354393,11.616810968145728,57.626859467476606,3.934837877750397e-05,0.514742383139877,1.595884607212849e-05,0.048511114133244784,239467,57.626859467476606,2077.737726928796,,,,,,,
897,0.06555593758821487,0.0009794660545594525,0.0003289264345767151,0.0,0.008245032106060535,1.04296875,0.2859096227614989,219.47975540161133,224.244140625,184.0233268737793,5e-06,897,2,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.14140507578849792,0.5400605201721191,-2.4748666286468506,-0.14140507578849792,0.5400605201721191,-2.4748666286468506,487.875,3358.0,87.0,0.0,487.875,3358.0,87.0,0.0,0.0,1084.0,1742.0,784.0,0.0,3,62,10.703125,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,3.398209810256958e-05,0.9352153465151787,25.466750662773848,4.5499788353190525,0.0,0.0,0.0,25.466750662773848,0.0,860,3358,27.456744289025664,9.242258965969086e-05,1.8164953142404556,0.0037078429013490677,9.968568684533238,39.27170198969543,3.6599114537239075e-05,0.4396737171570853,1.8428642650840296e-05,0.049545570002650294,201200,39.27170198969543,2561.640950178238,,,,,,,
898,0.07190492004156113,0.0018452892691129819,0.00012705473909591092,1.3926684914622456e-05,0.00472213196917437,1.345703125,0.3045703393988397,219.47975540161133,224.244140625,185.88196182250977,5e-06,898,2,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.3279198408126831,2.4748666286468506,-2.4748666286468506,-0.3279198408126831,2.4748666286468506,-2.4748666286468506,904.265625,7960.0,88.0,0.0,904.265625,7960.0,88.0,0.0,0.0,1251.5,1734.0,819.0,0.0,3,62,16.5625,0.1875,0.8125,5.5625,8,5.5625,8.0,8,8,3.180466592311859e-05,0.9231095742434263,66.40548064000905,8.092612602267764,0.0,0.0,0.0,66.40548064000905,0.0,993,7960,68.55036915279925,9.224005043506622e-05,2.273536803200841,0.003698030486702919,13.461764613166451,84.31616730801761,3.8368627429008484e-05,0.592248277718446,1.3401671704161511e-05,0.04878546852251756,275938,84.31616730801761,1636.3291217446094,,,,,,,
899,0.06440304964780807,0.0012476972988224588,-0.00014167167682899162,1.5596670664308476e-05,0.007910377520602196,0.814453125,0.2993952146877859,219.47975540161133,224.244140625,183.26215362548828,5e-06,899,2,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.2018863707780838,0.5400605201721191,-2.4748666286468506,-0.2018863707780838,0.5400605201721191,-2.4748666286468506,552.6640625,3951.0,123.0,0.0,552.6640625,3951.0,123.0,0.0,0.0,1260.3125,1981.0,879.0,0.0,3,62,10.578125,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,4.22205775976181e-05,1.3598508797585964,29.338866006582975,5.148853778518969,0.0,0.0,0.0,29.338866006582975,0.0,1028,3951,31.657755063846707,9.055621922016144e-05,2.0073773209005594,0.003732103854417801,11.194953087717295,44.89013379625976,4.0240585803985596e-05,0.4475163634080195,1.6082425976005452e-05,0.048241423969203334,232061,44.89013379625976,2584.7661877467526,,,,,,,
900,0.06399378925561905,0.0015552599470538553,-0.00017841000465068646,1.4412374412131612e-05,0.013387611803409527,0.95703125,0.3014062492173763,219.47975540161133,224.244140625,184.81922912597656,5e-06,900,2,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.30742236971855164,0.7245674133300781,-2.4748666286468506,-0.30742236971855164,0.7245674133300781,-2.4748666286468506,846.734375,6212.0,91.0,0.0,846.734375,6212.0,91.0,0.0,0.0,1184.4375,1967.0,787.0,0.0,3,62,16.15625,0.0625,0.9375,7.0625,8,7.0625,8.0,8,8,3.933347761631012e-05,0.9863548260182142,49.85450976341963,8.172614470749977,0.0,0.0,0.0,49.85450976341963,0.0,1035,6212,51.93892875127494,0.00010489113628864288,2.199929963797331,0.0037329085171222687,12.637160710990429,66.80553658492863,3.9052218198776245e-05,0.4792209845848475,1.4357892677111692e-05,0.04860633374741501,259990,66.80553658492863,1945.871654436003,,,,,,,
901,0.06707167625427246,0.0005437045620055869,0.0002761585919870413,0.0,0.0016209640598390251,0.6875,0.2949932237252048,219.47975540161133,224.244140625,185.68544006347656,5e-06,901,2,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.02500179037451744,0.35355237126350403,-2.4748666286468506,-0.02500179037451744,0.35355237126350403,-2.4748666286468506,473.9375,2752.0,76.0,0.0,473.9375,2752.0,76.0,0.0,0.0,1231.0625,1819.0,822.0,0.0,3,62,10.265625,0.25,0.75,5.9375,8,5.9375,8.0,8,8,5.42420893907547e-05,0.8043479844927788,20.56609252281487,4.379175660855253,0.0,0.0,0.0,20.56609252281487,0.0,984,2607,22.712240785360336,0.00010538473725318909,1.9138348456472158,0.004827545955777168,10.533045046031475,35.18980239145458,4.009157419204712e-05,0.3743940522444998,2.2120353536368988e-05,0.048263586171331904,218240,35.18980239145458,3100.8983450983656,,,,,,,
902,0.0671980157494545,0.0,-0.00032240188056675834,0.0,0.0,0.0,0.2900859876389389,219.47975540161133,224.244140625,185.8408660888672,5e-06,902,2,0.75,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.53125,2202.0,95.0,0.0,407.53125,2202.0,95.0,0.0,0.0,1217.75,1702.0,835.0,0.0,3,36,8.0625,0.25,0.75,6.0,8,6.0,8.0,8,8,5.506537854671478e-05,0.97286007553339,18.12442102469504,4.1933484375767875,0.0,0.0,0.0,18.12442102469504,0.0,1072,2202,20.495285265147686,8.868612349033356e-05,1.7931370455771685,0.004991941154003143,10.045091224834323,32.364078875631094,3.775954246520996e-05,0.39290095209622894,2.3995564008167545e-05,0.04828535073176913,208036,32.364078875631094,3213.995380487147,,,,,,,
